ORIGIN,GAID,EQLO,EQLA,EQDEP,OMAG,MAGTYPE,MW,MWSRC,STA,STLO,STLA,REPI,SAMPLING_RATE,MSEEDFILE
1989-12-27T23:26:57.000000Z,ga1989zmqbgf,151.607,-32.946,11,5.4,Mwp,5.4,Mwp,LGT,147.46358,-36.76326,567.8,100,ea_data/1989-12-27T23.28.MEL.LGT.mseed
1989-12-27T23:26:57.000000Z,ga1989zmqbgf,151.607,-32.946,11,5.4,Mwp,5.4,Mwp,ABE,146.389012,-37.719352,710.4,100,ea_data/1989-12-27T23.29.MEL.ABE.mseed
1989-12-27T23:26:57.000000Z,ga1989zmqbgf,151.607,-32.946,11,5.4,Mwp,5.4,Mwp,KOWA,144.5214,-35.7909,723.8,200,ea_data/1989-12-27T23.30.MEL.KOWA.mseed
1989-12-27T23:26:57.000000Z,ga1989zmqbgf,151.607,-32.946,11,5.4,Mwp,5.4,Mwp,MIC,146.359389,-37.903344,727.1,100,ea_data/1989-12-27T23.28.MEL.MIC.mseed
1989-12-27T23:26:57.000000Z,ga1989zmqbgf,151.607,-32.946,11,5.4,Mwp,5.4,Mwp,HOP,144.20458,-35.99638,759.2,100,ea_data/1989-12-27T23.30.MEL.HOP.mseed
1989-12-27T23:26:57.000000Z,ga1989zmqbgf,151.607,-32.946,11,5.4,Mwp,5.4,Mwp,WSK,144.05327,-36.8138,812.5,100,ea_data/1989-12-27T23.28.MEL.WSK.mseed
1989-12-27T23:26:57.000000Z,ga1989zmqbgf,151.607,-32.946,11,5.4,Mwp,5.4,Mwp,MEM,144.49613,-37.63576,829.4,100,ea_data/1989-12-27T23.28.MEL.MEM.mseed
1989-12-27T23:26:57.000000Z,ga1989zmqbgf,151.607,-32.946,11,5.4,Mwp,5.4,Mwp,TOD,144.497,-37.637,829.5,100,ea_data/1989-12-27T23.28.MEL.TOD.mseed
1990-01-17T06:38:08.000000Z,ga1990bdwvef,116.99,-31.72,6,5.5,mb,5.21,2023mb2MW,DOW,116.982,-31.01,78.7,200,bkn_data/bkn_mseed/1990-01-17T06.38.AU.DOW.A.mseed
1990-11-27T21:16:26.000000Z,ga1990xjjyjn,133.599,-20.046,0,5.2,mb,4.89,2023mb2MW,STK,141.592,-31.882,1535,20,sd_data/1990-11-27T21.12.AU.STK.mseed
1991-03-07T01:28:08.000000Z,ga1991eplddz,133.809,-20.021,2,5.1,mb,4.79,2023mb2MW,CTA,146.255,-20.088,1301.7,20,sd_data/1991-03-07T01.24.AU.CTA.mseed
1991-03-07T01:28:08.000000Z,ga1991eplddz,133.809,-20.021,2,5.1,mb,4.79,2023mb2MW,STK,141.592,-31.882,1526.6,20,sd_data/1991-03-07T01.24.AU.STK.mseed
1991-06-19T11:38:24.000000Z,ga1991lzcwor,133.95,-19.79,8,5.1,ML,4.93,2018ML2MW,CTAO,146.255,-20.088,1288.3,20,sd_data/1991-06-19T11.34.IU.CTAO.mseed
1991-07-08T10:45:34.000000Z,ga1991nhxxtt,133.866,-19.861,5,5,ML,4.84,2018ML2MW,CTAO,146.255,-20.088,1296.6,20,sd_data/1991-07-08T10.41.IU.CTAO.mseed
1991-07-08T10:45:34.000000Z,ga1991nhxxtt,133.866,-19.861,5,5,ML,4.84,2018ML2MW,STK,141.592,-31.882,1539.2,20,sd_data/1991-07-08T10.41.AU.STK.mseed
1991-08-06T14:11:48.000000Z,ga1991pjkuzy,143.506,-18.222,17,4.8,ML,4.66,2018ML2MW,CTAO,146.255,-20.088,355.7,20,1991-08-06T14.07.IU.CTAO.mseed
1992-06-13T18:05:21.000000Z,ga1992lqlbpu,130.05,-23.66,16,5.1,mb,4.79,2023mb2MW,STK,141.592,-31.882,1455.9,20,sd_data/1992-06-13T18.01.AU.STK.mseed
1992-06-13T18:05:21.000000Z,ga1992lqlbpu,130.05,-23.66,16,5.1,mb,4.79,2023mb2MW,CTAO,146.255,-20.088,1719.8,20,sd_data/1992-06-13T18.01.IU.CTAO.mseed
1992-09-30T11:18:07.000000Z,ga1992thzsqb,134.573,-11.354,39,5.4,mb,5.11,2023mb2MW,CTAO,146.255,-20.088,1580.9,20,sd_data/1992-09-30T11.14.IU.CTAO.mseed
1993-10-21T05:27:28.000000Z,ga1993usgqbm,133.944,-19.862,5,4.8,ML,4.66,2018ML2MW,CTAO,146.255,-20.088,1288.4,20,1993-10-21T05.23.IU.CTAO.mseed
1993-10-21T05:27:28.000000Z,ga1993usgqbm,133.944,-19.862,5,4.8,ML,4.66,2018ML2MW,CTA,146.255,-20.088,1288.5,20,1993-10-21T05.23.AU.CTA.mseed
1993-12-18T19:27:31.000000Z,ga1993yvuozu,133.8567,-11.8274,19.3,4.8,mb,4.47,2023mb2MW,SB01,139.589,-25.792,1659.1,25,sd_data/1993-12-18T19.25.7B.SB01.mseed
1994-02-01T05:53:08.000000Z,ga1994cfjfpg,146.352,-38.537,17,3.8,MLa,3.67,Allen (2025),MTLZ,146.5705,-38.4131,23.6,100,ea_data/1994-02-01T05.53.MEL.MTLZ.mseed
1994-02-01T05:53:08.000000Z,ga1994cfjfpg,146.352,-38.537,17,3.8,MLa,3.67,Allen (2025),TYR,146.4354,-38.1083,48.1,100,ea_data/1994-02-01T05.53.MEL.TYR.mseed
1994-02-01T05:53:08.000000Z,ga1994cfjfpg,146.352,-38.537,17,3.8,MLa,3.67,Allen (2025),PAT,146.455572,-37.857253,75.9,100,ea_data/1994-02-01T05.53.MEL.PAT.mseed
1994-02-01T05:53:08.000000Z,ga1994cfjfpg,146.352,-38.537,17,3.8,MLa,3.67,Allen (2025),TOS,146.40573,-37.82428,79.2,100,ea_data/1994-02-01T05.53.MEL.TOS.mseed
1994-02-01T05:53:08.000000Z,ga1994cfjfpg,146.352,-38.537,17,3.8,MLa,3.67,Allen (2025),SIN,146.292,-37.739,88.6,100,ea_data/1994-02-01T05.53.MEL.SIN.mseed
1994-02-01T05:53:08.000000Z,ga1994cfjfpg,146.352,-38.537,17,3.8,MLa,3.67,Allen (2025),ABE,146.389012,-37.719352,90.7,100,ea_data/1994-02-01T05.53.MEL.ABE.mseed
1994-02-01T05:53:08.000000Z,ga1994cfjfpg,146.352,-38.537,17,3.8,MLa,3.67,Allen (2025),MCV,145.89867,-37.69085,101.8,100,ea_data/1994-02-01T05.53.MEL.MCV.mseed
1994-02-01T05:53:08.000000Z,ga1994cfjfpg,146.352,-38.537,17,3.8,MLa,3.67,Allen (2025),GOG,142.4,-36.888,393.9,100,1994-02-01T05.54.MEL.GOG.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),NLD,151.7009,-32.9003,38.3,100,ea_data/1994-08-06T11.03.MEL.NLD.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),KIM,151.7507,-32.9518,43.1,100,ea_data/1994-08-06T11.03.MEL.KIM.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),NPS,151.8,-32.9,47.6,100,ea_data/1994-08-06T11.03.ASC.NPS.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),CHI,151.6808,-32.243,83.2,100,ea_data/1994-08-06T11.03.MEL.CHI.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),MHL,151.2567,-33.7835,96.2,100,ea_data/1994-08-06T11.04.ASC.MHL.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),MHL,151.2567,-33.7835,96.2,100,ea_data/1994-08-06T11.04.ASC.MHL.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),RIV,151.1583,-33.83,102,100,ea_data/1994-08-06T11.04.ASC.RIV.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),PHD,150.969,-33.847,107.4,100,ea_data/1994-08-06T11.04.MEL.PHD.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),GRV,150.30915,-33.66182,123.3,100,ea_data/1994-08-06T11.04.MEL.GRV.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),WDA,150.5927,-33.883,125.3,100,ea_data/1994-08-06T11.04.MEL.WDA.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),LHB,150.97865,-34.05367,129.4,100,ea_data/1994-08-06T11.04.MEL.ANSTO.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),WED,150.5803,-33.9503,132.3,100,ea_data/1994-08-06T11.04.MEL.WED.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),KTL,150.40426,-33.8621,133.5,100,ea_data/1994-08-06T11.04.MEL.KTL.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),JBD,150.049,-33.762,148.9,100,ea_data/1994-08-06T11.04.MEL.JBD.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),KAN,150.0668,-33.9966,165.3,100,ea_data/1994-08-06T11.04.MEL.KAN.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),YER,150.23205,-34.14247,167.8,100,ea_data/1994-08-06T11.04.MEL.YER.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),FTZ,150.48384,-34.64215,205.5,100,ea_data/1994-08-06T11.04.MEL.FTZ.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),TAL,150.38091,-34.77094,222.3,100,ea_data/1994-08-06T11.04.MEL.TAL.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),ASC,149.139,-35.289,328.8,100,sd_data/1994-08-06T11.05.ASC.ASC.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),PHB,149.123,-35.31,331.6,100,sd_data/1994-08-06T11.05.ASC.PHB.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),COP,150.935,-29.918,335,100,sd_data/1994-08-06T11.05.MEL.COP.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),CAN,148.998,-35.32,339.5,1,sd_data/1994-08-06T10.59.G.CAN.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),CAV,151.624,-29.648,364.7,100,sd_data/1994-08-06T11.05.MEL.CAV.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),PIN,151.241,-29.398,391,100,sd_data/1994-08-06T11.05.MEL.PIN.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),CRD,143.972,-36.991,805.8,100,sd_data/1994-08-06T11.07.MEL.CRD.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),STKA,141.5952,-31.8769,919.2,20,ea_data/1994-08-06T10.59.AU.STKA.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),CTA,146.255,-20.088,1507.5,20,sd_data/1994-08-06T10.59.AU.CTA.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),FORT,128.059,-30.799,2206.4,20,sd_data/1994-08-06T10.59.AU.FORT.mseed
1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2,4.7,mwt,5.34,Allen (2025),SC05,135.784,-16.967,2355.3,25,sd_data/1994-08-06T11.01.7B.SC05.mseed
1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1,4.1,MLa,4.11,Allen (2025),EUAB,148.35842,-33.42728,0.5,250,ea_data/1994-08-21T05.53.MEL.EUAB.mseed
1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1,4.1,MLa,4.11,Allen (2025),EUCH,148.37079,-33.42862,1.1,200,ea_data/1994-08-21T05.53.MEL.EUCH.mseed
1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1,4.1,MLa,4.11,Allen (2025),EUGY,148.37972,-33.43543,2.2,200,ea_data/1994-08-21T05.53.MEL.EUGY.mseed
1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1,4.1,MLa,4.11,Allen (2025),EUSH,148.34267,-33.4073,2.4,200,ea_data/1994-08-21T05.53.MEL.EUSH.mseed
1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1,4.1,MLa,4.11,Allen (2025),JBD,150.049,-33.762,161.1,100,ea_data/1994-08-21T05.54.MEL.JBD.mseed
1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1,4.1,MLa,4.11,Allen (2025),WED,150.5803,-33.9503,213.9,100,ea_data/1994-08-21T05.54.MEL.WED.mseed
1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1,4.1,MLa,4.11,Allen (2025),AVD,150.615,-34.3764,233.8,100,ea_data/1994-08-21T05.54.MEL.AVD.mseed
1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1,4.1,MLa,4.11,Allen (2025),ARMA,151.628,-30.4198,454.2,20,ea_data/1994-08-21T05.51.AU.ARMA.mseed
1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1,4.1,MLa,4.11,Allen (2025),STKA,141.5952,-31.8769,657.4,20,ea_data/1994-08-21T05.51.AU.STKA.mseed
1994-08-31T20:48:30.000000Z,ga1994rdvcvz,133.321,-19.859,5,4.5,mb,4.15,2023mb2MW,WRAB,134.36,-19.9336,109.1,100,ea_data/1994-08-31T20.44.II.WRAB.mseed
1994-08-31T20:48:30.000000Z,ga1994rdvcvz,133.321,-19.859,5,4.5,mb,4.15,2023mb2MW,SC08,131.3672,-22.2748,335.8,25,ea_data/1994-08-31T20.46.7B.SC08.mseed
1994-08-31T20:48:30.000000Z,ga1994rdvcvz,133.321,-19.859,5,4.5,mb,4.15,2023mb2MW,SC05,135.7839,-16.967,412.5,25,ea_data/1994-08-31T20.46.7B.SC05.mseed
1994-08-31T20:48:30.000000Z,ga1994rdvcvz,133.321,-19.859,5,4.5,mb,4.15,2023mb2MW,SC06,128.1179,-19.1437,551.9,25,ea_data/1994-08-31T20.46.7B.SC06.mseed
1994-08-31T20:48:30.000000Z,ga1994rdvcvz,133.321,-19.859,5,4.5,mb,4.15,2023mb2MW,SC03,129.3168,-16.6298,554.1,25,ea_data/1994-08-31T20.46.7B.SC03.mseed
1994-08-31T20:48:30.000000Z,ga1994rdvcvz,133.321,-19.859,5,4.5,mb,4.15,2023mb2MW,SC10,133.3241,-25.19,590.3,25,ea_data/1994-08-31T20.46.7B.SC10.mseed
1994-08-31T20:48:30.000000Z,ga1994rdvcvz,133.321,-19.859,5,4.5,mb,4.15,2023mb2MW,SC01,131.5017,-13.4,740.6,25,ea_data/1994-08-31T20.46.7B.SC01.mseed
1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6,3.6,MLa,3.54,Allen (2025),KAN,150.0668,-33.9966,14.3,100,ea_data/1995-05-20T11.29.MEL.KAN.mseed
1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6,3.6,MLa,3.54,Allen (2025),KTL,150.40426,-33.8621,29.7,100,ea_data/1995-05-20T11.29.MEL.KTL.mseed
1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6,3.6,MLa,3.54,Allen (2025),GRV,150.30915,-33.66182,31,100,ea_data/1995-05-20T11.29.MEL.GRV.mseed
1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6,3.6,MLa,3.54,Allen (2025),YER,150.23205,-34.14247,33.4,100,ea_data/1995-05-20T11.29.MEL.YER.mseed
1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6,3.6,MLa,3.54,Allen (2025),NAT,150.42669,-34.20607,49.1,20,ea_data/1995-05-20T11.29.MEL.NAT.mseed
1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6,3.6,MLa,3.54,Allen (2025),AVD,150.615,-34.3764,74.8,100,ea_data/1995-05-20T11.29.MEL.AVD.mseed
1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6,3.6,MLa,3.54,Allen (2025),APN,150.82345,-34.17086,76.2,100,ea_data/1995-05-20T11.29.MEL.APN.mseed
1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6,3.6,MLa,3.54,Allen (2025),PHD,150.969,-33.847,82,100,ea_data/1995-05-20T11.29.MEL.PHD.mseed
1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6,3.6,MLa,3.54,Allen (2025),CPX,150.62474,-34.47647,84,100,ea_data/1995-05-20T11.29.MEL.CPX.mseed
1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6,3.6,MLa,3.54,Allen (2025),LBX,150.87355,-34.27212,85.6,100,ea_data/1995-05-20T11.29.MEL.LBX.mseed
1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6,3.6,MLa,3.54,Allen (2025),FTZ,150.48384,-34.64215,93.5,100,ea_data/1995-05-20T11.29.MEL.FTZ.mseed
1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6,3.6,MLa,3.54,Allen (2025),TAL,150.38091,-34.77094,103.8,100,ea_data/1995-05-20T11.29.MEL.TAL.mseed
1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6,3.6,MLa,3.54,Allen (2025),BUD,150.67066,-34.67626,104.7,100,ea_data/1995-05-20T11.29.MEL.BUD.mseed
1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6,3.6,MLa,3.54,Allen (2025),EUG,148.3418,-33.4182,169.1,200,ea_data/1995-05-20T11.29.MEL.EUG.mseed
1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6,3.6,MLa,3.54,Allen (2025),BJE,148.646,-34.9505,178.5,100,ea_data/1995-05-20T11.29.MEL.BJE.mseed
1995-05-20T11:29:11.000000Z,ga1995jwaufs,150.07,-33.86,6,3.6,MLa,3.54,Allen (2025),DRA,147.375,-35.965,339.4,100,1995-05-20T11.30.MEL.DRA.mseed
1995-05-28T23:12:58.000000Z,ga1995klpxsw,151.408,-32.518,4,3.5,MLa,3.6,Allen (2025),GRV,150.30915,-33.66182,169.7,100,ea_data/1995-05-28T23.13.MEL.GRV.mseed
1995-05-28T23:12:58.000000Z,ga1995klpxsw,151.408,-32.518,4,3.5,MLa,3.6,Allen (2025),WGB,150.57505,-33.86605,172.6,100,ea_data/1995-05-28T23.13.MEL.WGB.mseed
1995-05-28T23:12:58.000000Z,ga1995klpxsw,151.408,-32.518,4,3.5,MLa,3.6,Allen (2025),KTL,150.40426,-33.8621,181.1,100,ea_data/1995-05-28T23.13.MEL.KTL.mseed
1995-05-28T23:12:58.000000Z,ga1995klpxsw,151.408,-32.518,4,3.5,MLa,3.6,Allen (2025),JBD,150.049,-33.762,194.6,100,ea_data/1995-05-28T23.13.MEL.JBD.mseed
1995-05-28T23:12:58.000000Z,ga1995klpxsw,151.408,-32.518,4,3.5,MLa,3.6,Allen (2025),APN,150.82345,-34.17086,192.8,100,ea_data/1995-05-28T23.13.MEL.APN.mseed
1995-05-28T23:12:58.000000Z,ga1995klpxsw,151.408,-32.518,4,3.5,MLa,3.6,Allen (2025),LBX,150.87355,-34.27212,201.8,100,ea_data/1995-05-28T23.13.MEL.LBX.mseed
1995-05-28T23:12:58.000000Z,ga1995klpxsw,151.408,-32.518,4,3.5,MLa,3.6,Allen (2025),KAN,150.0668,-33.9966,212.3,100,ea_data/1995-05-28T23.13.MEL.KAN.mseed
1995-05-28T23:12:58.000000Z,ga1995klpxsw,151.408,-32.518,4,3.5,MLa,3.6,Allen (2025),NAT,150.42669,-34.20607,212,20,ea_data/1995-05-28T23.13.MEL.NAT.mseed
1995-05-28T23:12:58.000000Z,ga1995klpxsw,151.408,-32.518,4,3.5,MLa,3.6,Allen (2025),YER,150.23205,-34.14247,215.6,100,ea_data/1995-05-28T23.13.MEL.YER.mseed
1995-05-28T23:12:58.000000Z,ga1995klpxsw,151.408,-32.518,4,3.5,MLa,3.6,Allen (2025),AVD,150.615,-34.3764,221.1,100,ea_data/1995-05-28T23.13.MEL.AVD.mseed
1995-05-28T23:12:58.000000Z,ga1995klpxsw,151.408,-32.518,4,3.5,MLa,3.6,Allen (2025),FTZ,150.484,-34.642,250.8,100,1995-05-28T23.14.MEL.FTZ.mseed
1995-05-28T23:12:58.000000Z,ga1995klpxsw,151.408,-32.518,4,3.5,MLa,3.6,Allen (2025),BJE,148.646,-34.95,371.9,100,1995-05-28T23.14.MEL.BJE.mseed
1995-06-14T16:41:54.000000Z,ga1995lqihse,133.718,-19.782,16,4.9,ML,4.67,Allen (2025),QIS,139.605,-20.558,621.5,20,1995-06-14T16.37.AU.QIS.mseed
1995-06-14T16:41:54.000000Z,ga1995lqihse,133.718,-19.782,16,4.9,ML,4.67,Allen (2025),KAKA,132.44,-12.711,794.4,20,1995-06-14T16.37.AU.KAKA.mseed
1995-06-14T16:41:54.000000Z,ga1995lqihse,133.718,-19.782,16,4.9,ML,4.67,Allen (2025),SD05,133.585,-29.001,1021.4,25,1995-06-14T16.38.7B.SD05.mseed
1995-06-14T16:41:54.000000Z,ga1995lqihse,133.718,-19.782,16,4.9,ML,4.67,Allen (2025),CTA,146.255,-20.088,1312.7,20,1995-06-14T16.37.AU.CTA.mseed
1995-06-14T16:41:54.000000Z,ga1995lqihse,133.718,-19.782,16,4.9,ML,4.67,Allen (2025),CTAO,146.255,-20.088,1312.7,20,1995-06-14T16.37.IU.CTAO.mseed
1995-06-14T16:41:54.000000Z,ga1995lqihse,133.718,-19.782,16,4.9,ML,4.67,Allen (2025),FORT,128.059,-30.799,1346.4,40,1995-06-14T16.37.AU.FORT.mseed
1995-06-14T16:41:54.000000Z,ga1995lqihse,133.718,-19.782,16,4.9,ML,4.67,Allen (2025),STKA,141.595,-31.877,1554.2,20,1995-06-14T16.37.AU.STKA.mseed
1995-06-14T16:41:54.000000Z,ga1995lqihse,133.718,-19.782,16,4.9,ML,4.67,Allen (2025),RMQ,148.755,-26.489,1708.1,40,1995-06-14T16.37.AU.RMQ.mseed
1995-06-14T16:41:54.000000Z,ga1995lqihse,133.718,-19.782,16,4.9,ML,4.67,Allen (2025),MEEK,118.614,-26.638,1720.6,40,1995-06-14T16.37.AU.MEEK.mseed
1995-06-14T16:41:54.000000Z,ga1995lqihse,133.718,-19.782,16,4.9,ML,4.67,Allen (2025),CMSA,145.69,-31.539,1769.8,40,1995-06-14T16.37.AU.CMSA.mseed
1995-08-25T11:50:13.000000Z,ga1995qscxso,112.1831,-23.7538,5,4.6,mb,4.26,2023mb2MW,MEEK,118.614,-26.638,722.5,40,sd_data/1995-08-25T11.46.AU.MEEK.mseed
1995-08-25T11:50:13.000000Z,ga1995qscxso,112.1831,-23.7538,5,4.6,mb,4.26,2023mb2MW,NWAO,117.239,-32.928,1130.7,20,sd_data/1995-08-25T11.46.IU.NWAO.mseed
1995-08-25T11:50:13.000000Z,ga1995qscxso,112.1831,-23.7538,5,4.6,mb,4.26,2023mb2MW,FORT,128.059,-30.799,1752.5,40,sd_data/1995-08-25T11.46.AU.FORT.mseed
1995-08-25T11:50:13.000000Z,ga1995qscxso,112.1831,-23.7538,5,4.6,mb,4.26,2023mb2MW,WOOL,121.678,-31.073,1239.7,20,sd_data/1995-08-25T11.46.AU.WOOL.mseed
1995-08-25T11:50:13.000000Z,ga1995qscxso,112.1831,-23.7538,5,4.6,mb,4.26,2023mb2MW,WARB,126.643,-26.184,1483.8,20,sd_data/1995-08-25T11.46.AU.WARB.mseed
1996-06-09T01:43:10.000000Z,ga1996lhvpsr,135.8155,-34.1658,9,4.5,mb,4.15,2023mb2MW,BBOO,136.056,-32.81,152.3,40,1996-06-09T01.39.AU.BBOO.mseed
1996-06-09T01:43:10.000000Z,ga1996lhvpsr,135.8155,-34.1658,9,4.5,mb,4.15,2023mb2MW,PDA,137.239,-35.806,223.8,100,1996-06-09T01.41.AD.PDA.mseed
1996-06-09T01:43:10.000000Z,ga1996lhvpsr,135.8155,-34.1658,9,4.5,mb,4.15,2023mb2MW,STKA,141.595,-31.877,596.6,20,1996-06-09T01.39.AU.STKA.mseed
1996-06-09T01:43:10.000000Z,ga1996lhvpsr,135.8155,-34.1658,9,4.5,mb,4.15,2023mb2MW,FORT,128.059,-30.799,818.8,40,1996-06-09T01.39.AU.FORT.mseed
1996-06-09T01:43:10.000000Z,ga1996lhvpsr,135.8155,-34.1658,9,4.5,mb,4.15,2023mb2MW,CMSA,145.69,-31.539,968.7,40,1996-06-09T01.39.AU.CMSA.mseed
1996-06-09T01:43:10.000000Z,ga1996lhvpsr,135.8155,-34.1658,9,4.5,mb,4.15,2023mb2MW,YOU,148.382,-34.278,1157.3,40,1996-06-09T01.39.AU.YOU.mseed
1996-06-09T01:43:10.000000Z,ga1996lhvpsr,135.8155,-34.1658,9,4.5,mb,4.15,2023mb2MW,WARB,126.643,-26.184,1249.2,20,1996-06-09T01.39.AU.WARB.mseed
1996-06-09T01:43:10.000000Z,ga1996lhvpsr,135.8155,-34.1658,9,4.5,mb,4.15,2023mb2MW,QIS,139.605,-20.558,1553.5,20,1996-06-09T01.39.AU.QIS.mseed
1996-06-09T01:43:10.000000Z,ga1996lhvpsr,135.8155,-34.1658,9,4.5,mb,4.15,2023mb2MW,MEEK,118.614,-26.638,1848.1,40,1996-06-09T01.39.AU.MEEK.mseed
1996-08-13T04:30:10.000000Z,ga1996pxjivq,143.519,-30.08,2,5.1,mb,4.89,Allen (2025),RMQ,148.755,-26.489,646.5,40,ea_data/1996-08-13T04.28.AU.RMQ.mseed
1996-08-13T04:30:10.000000Z,ga1996pxjivq,143.519,-30.08,2,5.1,mb,4.89,Allen (2025),YOU,148.382,-34.278,653.3,40,sd_data/1996-08-13T04.26.AU.YOU.mseed
1996-08-13T04:30:10.000000Z,ga1996pxjivq,143.519,-30.08,2,5.1,mb,4.89,Allen (2025),BBOO,136.0564,-32.8097,776.4,40,ea_data/1996-08-13T04.28.AU.BBOO.mseed
1996-08-13T04:30:10.000000Z,ga1996pxjivq,143.519,-30.08,2,5.1,mb,4.89,Allen (2025),CAN,148.998,-35.32,775.4,20,sd_data/1996-08-13T04.26.G.CAN.mseed
1996-08-13T04:30:10.000000Z,ga1996pxjivq,143.519,-30.08,2,5.1,mb,4.89,Allen (2025),ARMA,151.628,-30.4198,771.6,20,ea_data/1996-08-13T04.28.AU.ARMA.mseed
