STA,LON,LAT,ASSCM_SC,KAYEN_SC,ASSCM_VS,KAYEN_VS,USGS_VS,HVSR_VS,PWAVE_VS,ARRAY_VS
CE27,138.979199999999992,-21.020800000000001,D,,270,nan,273,nan,nan,nan
CF28,139.499899999999997,-21.500000000000000,B,,1100,nan,430,nan,nan,nan
CJ27,141.430299999999988,-21.039200000000001,D,,270,nan,230,nan,nan,nan
CF27,139.500000000000000,-21.000800000000002,B,,1100,nan,615,nan,nan,nan
TL03,139.405499999999989,-20.146599999999999,B,,1100,nan,322,nan,nan,nan
TL04,140.974999999999994,-21.675500000000000,D,,270,nan,288,nan,nan,nan
CF25,139.500100000000003,-20.001100000000001,B,,1100,nan,575,nan,nan,nan
CE24,138.995499999999993,-19.501899999999999,B,,1100,nan,961,nan,nan,nan
CD24,138.499599999999987,-19.499700000000001,B,,1100,nan,321,nan,nan,nan
CE23,138.999699999999990,-18.999199999999998,BC,,760,nan,274,nan,nan,nan
CD23,138.499400000000009,-19.000299999999999,B,,1100,nan,432,nan,nan,nan
CE22,139.002900000000011,-18.495000000000001,CD,,360,nan,249,nan,nan,nan
CD22,138.517300000000006,-18.503100000000000,CD,,360,nan,308,nan,nan,nan
CD21,138.488900000000001,-18.008299999999998,CD,,360,nan,259,nan,nan,nan
CG23,139.994900000000001,-19.009899999999998,CD,,360,nan,227,nan,nan,nan
CH23,140.497500000000002,-18.995899999999999,D,,270,nan,226,nan,nan,nan
CI23,141.002000000000010,-19.020700000000001,CD,,360,nan,221,nan,nan,nan
CF23,139.501000000000005,-18.995899999999999,B,,1100,nan,545,nan,nan,nan
CH22,140.513200000000012,-18.504700000000000,CD,,360,nan,257,nan,nan,nan
CF24,139.501499999999993,-19.500800000000002,B,,1100,nan,475,nan,nan,nan
TL01,141.635099999999994,-18.001100000000001,CD,,360,nan,226,nan,nan,nan
CH21,140.493300000000005,-17.996800000000000,BC,,760,nan,235,nan,nan,nan
CG21,140.000799999999998,-17.998100000000001,B,,1100,nan,344,nan,nan,nan
CI21,141.001800000000003,-17.958800000000000,CD,,360,nan,234,nan,nan,nan
CF22,139.481300000000005,-18.516500000000001,CD,,360,nan,232,nan,nan,nan
CG22,139.989299999999986,-18.499600000000001,D,,270,nan,224,nan,nan,nan
CI22,140.991299999999995,-18.488900000000001,CD,,360,nan,198,nan,nan,nan
TL05,144.498899999999992,-22.718200000000000,B,,1100,nan,332,nan,nan,nan
AXCOZ,145.251099000000011,-22.960799999999999,B,,1100,nan,276,nan,nan,nan
AXCOZ,145.251099000000011,-22.960799999999999,B,,1100,nan,276,nan,nan,nan
TL02,144.478499999999997,-18.926600000000001,BC,,760,nan,324,nan,nan,nan
BW19,134.998999999999995,-16.971000000000000,B,,1100,nan,257,nan,nan,nan
CC20,137.986999999999995,-17.523599999999998,CD,,360,nan,327,nan,nan,nan
BZ20,136.510899999999992,-17.504899999999999,C,,560,nan,337,nan,nan,nan
CA20,136.998999999999995,-17.510700000000000,C,,560,nan,313,nan,nan,nan
BTL06,133.803110000000004,-17.046460000000000,D,,270,nan,293,290,nan,435
CB20,137.503399999999999,-17.494499999999999,D,,270,nan,787,nan,nan,nan
BU20,133.978000000000009,-17.486000000000001,D,,270,nan,248,nan,nan,nan
BW20,135.017599999999987,-17.570900000000002,B,,1100,nan,265,nan,nan,nan
BTL07,133.956209999999999,-17.609780000000001,D,,270,nan,228,nan,nan,355
BU17,134.000000000000000,-16.000000000000000,D,,270,nan,286,nan,nan,nan
BTL04,133.934320000000014,-15.842380000000000,B,,1100,nan,444,154,nan,409
BTL10,135.215949999999992,-16.693539999999999,D,,270,nan,342,nan,nan,nan
BW18,134.996900000000011,-16.475700000000000,D,,270,nan,402,nan,nan,nan
BTL09,134.863159999999993,-16.258949999999999,BC,,760,nan,277,312,nan,466
BOXOZ,136.302094000000011,-16.054600000000001,B,,1100,nan,426,nan,nan,nan
BOXOZ,136.302094000000011,-16.054600000000001,B,,1100,nan,426,nan,nan,nan
BT18,133.497999999999990,-16.500000000000000,C,,560,nan,344,nan,nan,nan
BV18,134.500000000000000,-16.498999999999999,C,,560,nan,299,nan,nan,nan
LAROZ,133.212798999999990,-15.572900000000001,C,,560,nan,292,637,nan,535
LAROZ,133.212798999999990,-15.572900000000001,C,,560,nan,292,637,nan,535
BW17,135.030799999999999,-16.000200000000000,D,,270,nan,412,nan,nan,nan
GENI,140.167800000000000,-2.592700000000000,E,,140,nan,393,nan,nan,nan
PH02,142.842999999999989,-6.464000000000000,E,,140,nan,582,nan,nan,nan
PH04,142.788000000000011,-5.934000000000000,E,,140,nan,453,nan,nan,nan
PH06,142.282000000000011,-6.105000000000000,E,,140,nan,337,nan,nan,nan
BV19,134.472000000000008,-16.983000000000001,C,,560,nan,262,nan,nan,nan
BTL08,134.466980000000007,-16.986920000000001,C,,560,nan,255,266,nan,381
BU18,133.998999999999995,-16.500000000000000,C,,560,nan,286,nan,nan,nan
BT19,133.498999999999995,-17.001000000000001,C,,560,nan,249,nan,nan,nan
BTL05,133.884449999999987,-16.478800000000000,C,,560,nan,322,146,nan,463
PMG,147.159699999999987,-9.404700000000000,BC,,760,nan,494,nan,nan,nan
PH01,142.949999999999989,-5.846000000000000,OTHER,,nan,nan,425,nan,nan,nan
PH03,143.212999999999994,-6.441000000000000,OTHER,,nan,nan,773,nan,nan,nan
PH05,143.230999999999995,-6.359000000000000,OTHER,,nan,nan,464,nan,nan,nan
CP13,117.184899999999999,-26.389500000000002,D,,270,nan,337,nan,nan,nan
MUKOZ,114.609397999999999,-26.757500000000000,D,,270,nan,229,nan,nan,nan
MUKOZ,114.609397999999999,-26.757500000000000,D,,270,nan,229,nan,nan,nan
TA04,145.772400000000005,-41.189900000000002,B,,1100,nan,881,nan,nan,nan
TA05,145.669000000000011,-41.319600000000001,B,,1100,nan,510,nan,nan,nan
QA08,144.652899999999988,-34.565199999999997,D,,270,nan,230,nan,nan,nan
QR08,147.657399999999996,-35.825600000000001,BC,,760,nan,900,nan,nan,nan
QA05,146.613499999999988,-34.999800000000000,D,,270,nan,441,nan,nan,nan
QA06,146.176400000000001,-34.699800000000003,CD,,360,nan,246,nan,nan,nan
QR06,145.040099999999995,-33.358600000000003,CD,,360,nan,207,nan,nan,nan
BW34,135.000000000000000,-24.504999999999999,D,,270,nan,237,nan,nan,nan
BX34,135.500100000000003,-24.501200000000001,D,,270,nan,296,nan,nan,nan
BY34,136.000000000000000,-24.500000000000000,D,,270,nan,224,nan,nan,nan
BV35,134.500000000000000,-25.000000000000000,D,,270,nan,540,nan,nan,nan
BV34,134.500000000000000,-24.500000000000000,D,,270,nan,327,nan,nan,nan
BW35,135.000000000000000,-25.000000000000000,D,,270,nan,313,nan,nan,nan
BX36,135.500000000000000,-25.500000000000000,D,,270,nan,277,nan,nan,nan
BY35,136.000000000000000,-25.000000000000000,D,,270,nan,229,nan,nan,nan
BV36,134.500000000000000,-25.500000000000000,D,,270,nan,270,nan,nan,nan
BX37,135.500000000000000,-25.995000000000001,D,,270,nan,229,nan,nan,nan
BY37,136.000000000000000,-25.995000000000001,D,,270,nan,226,nan,nan,nan
BY36,136.000000000000000,-25.500000000000000,D,,270,nan,232,nan,nan,nan
BY33,136.000000000000000,-24.000000000000000,D,,270,nan,229,nan,nan,nan
WDA,150.592700000000008,-33.883000000000003,B,,1100,nan,690,nan,nan,nan
WDB,150.593999999999994,-33.884999999999998,B,,1100,nan,636,nan,nan,nan
WDBM,150.593999999999994,-33.884999999999998,B,,1100,nan,636,nan,nan,nan
WDT,150.593999999999994,-33.884999999999998,B,,1100,nan,636,nan,nan,nan
WED,150.580299999999994,-33.950299999999999,B,,1100,nan,819,nan,nan,nan
WER,150.580299999999994,-33.950299999999999,B,,1100,nan,819,nan,nan,nan
WERM,150.580299999999994,-33.950299999999999,B,,1100,nan,819,nan,nan,nan
WERC,150.580299999999994,-33.950299999999999,B,,1100,nan,819,nan,nan,nan
WGB,150.575050000000005,-33.866050000000001,B,,1100,nan,736,nan,nan,nan
WOR,150.951590000000010,-34.141399999999997,B,,1100,nan,631,nan,nan,nan
WRNM,150.951590000000010,-34.141399999999997,B,,1100,nan,631,nan,nan,nan
YARR,150.687700000000007,-33.617400000000004,B,,1100,nan,488,nan,521,nan
355BOT,151.251190000000008,-33.934790000000000,B,C,1100,543,387,nan,nan,nan
QR02,145.869000000000000,-30.873200000000001,D,,270,nan,288,nan,nan,nan
CP01,120.207499999999996,-20.262499999999999,CD,,360,nan,340,nan,nan,nan
RP07,122.135999999999996,-21.585200000000000,D,,270,nan,257,nan,nan,nan
BS33,132.969300000000004,-24.032000000000000,CD,,360,nan,413,nan,nan,nan
BT35,133.500000000000000,-25.000000000000000,D,,270,nan,328,nan,nan,nan
BT28,133.467500000000001,-21.512899999999998,D,,270,nan,224,nan,nan,nan
BP24,131.500000000000000,-19.500000000000000,D,,270,nan,227,nan,nan,nan
BS28,132.989100000000008,-21.506900000000002,CD,,360,nan,286,nan,nan,nan
BS28,132.988000000000000,-21.506699999999999,CD,,360,nan,286,nan,nan,nan
BR34,132.500000000000000,-24.500000000000000,D,,270,nan,218,nan,nan,nan
WB7,134.380799999999994,-19.842269999999999,CD,,360,nan,281,nan,nan,nan
WR1,134.340849999999989,-19.944109999999998,CD,,360,nan,243,nan,nan,nan
WRA,134.340900000000005,-19.944299999999998,CD,,360,nan,242,nan,nan,nan
BZ27,136.493300000000005,-21.054500000000001,CD,,360,nan,222,nan,nan,nan
BY28,136.012799999999999,-21.521999999999998,CD,,360,nan,261,nan,nan,nan
BY25,136.005300000000005,-20.016600000000000,CD,,360,nan,226,nan,nan,nan
BZ26,136.490299999999991,-20.500800000000002,CD,,360,nan,226,nan,nan,nan
BX25,135.420800000000014,-20.101800000000001,CD,,360,nan,221,nan,nan,nan
BW26,135.003199999999993,-20.500200000000000,CD,,360,nan,438,nan,nan,nan
BU27,133.995699999999999,-20.999700000000001,CD,,360,nan,298,nan,nan,nan
BS27,132.991099999999989,-20.997100000000000,CD,,360,nan,244,nan,nan,nan
BU26,134.020900000000012,-20.563300000000002,CD,,360,nan,220,nan,nan,nan
BV24,134.498600000000010,-19.522400000000001,CD,,360,nan,277,nan,nan,nan
BU25,133.997299999999996,-19.987700000000000,CD,,360,nan,239,nan,nan,nan
BS25,133.006200000000007,-20.004000000000001,CD,,360,nan,224,nan,nan,nan
BT26,133.490499999999997,-20.495100000000001,CD,,360,nan,220,nan,nan,nan
BT25,133.501499999999993,-20.002199999999998,CD,,360,nan,236,nan,nan,nan
BT24,133.505899999999997,-19.505400000000002,CD,,360,nan,224,nan,nan,nan
BW24,135.001900000000006,-19.502400000000002,CD,,360,nan,232,nan,nan,nan
BU23,134.007399999999990,-18.995300000000000,CD,,360,nan,284,nan,nan,nan
BW28,135.000400000000013,-21.501100000000001,CD,,360,nan,298,nan,nan,nan
BR25,132.500000000000000,-20.000000000000000,CD,,360,nan,294,nan,nan,nan
BT24,133.493699999999990,-19.495400000000000,CD,,360,nan,224,nan,nan,nan
BT26,133.500000000000000,-20.500000000000000,CD,,360,nan,220,nan,nan,nan
BS25,133.004999999999995,-20.005600000000001,CD,,360,nan,224,nan,nan,nan
BT25,133.500000000000000,-20.000000000000000,CD,,360,nan,236,nan,nan,nan
BS31,133.000000000000000,-23.000000000000000,CD,,360,nan,222,nan,nan,nan
BT31,133.500000000000000,-23.000000000000000,CD,,360,nan,234,nan,nan,nan
BS26,132.997099999999989,-20.486799999999999,D,,270,nan,248,nan,nan,nan
BQ25,132.000000000000000,-20.000000000000000,D,,270,nan,227,nan,nan,nan
BO25,131.000000000000000,-20.000000000000000,D,,270,nan,337,nan,nan,nan
BS26,132.998500000000007,-20.490300000000001,D,,270,nan,248,nan,nan,nan
BR26,132.500000000000000,-20.500000000000000,D,,270,nan,428,nan,nan,nan
BTL01,132.540789999999987,-15.194140000000001,D,,270,nan,232,253,nan,450
BTL03,133.096110000000010,-16.864860000000000,D,,270,nan,348,347,nan,nan
BY30,136.000000000000000,-22.500000000000000,BC,,760,nan,265,nan,nan,nan
BU30,134.000000000000000,-22.500000000000000,CD,,360,nan,218,nan,nan,nan
BW30,135.000000000000000,-22.500000000000000,BC,,760,nan,273,nan,nan,nan
BT29,133.500000000000000,-21.989999999999998,CD,,360,nan,239,nan,nan,nan
BU29,134.000000000000000,-22.000000000000000,CD,,360,nan,244,nan,nan,nan
BX29,135.500000000000000,-22.000000000000000,D,,270,nan,225,nan,nan,nan
BV30,134.462999999999994,-22.498899999999999,CD,,360,nan,284,nan,nan,nan
BT30,133.500000000000000,-22.500000000000000,CD,,360,nan,246,nan,nan,nan
BX30,135.500000000000000,-22.500000000000000,B,,1100,nan,516,nan,nan,nan
BY20,135.995699999999999,-17.510300000000001,D,,270,nan,222,nan,nan,nan
BV21,134.518499999999989,-17.993900000000000,D,,270,nan,299,nan,nan,nan
BW23,135.011599999999987,-19.003200000000000,D,,270,nan,241,nan,nan,nan
BX20,135.512799999999999,-17.506200000000000,D,,270,nan,234,nan,nan,nan
BX21,135.493599999999986,-17.983000000000001,D,,270,nan,245,nan,nan,nan
BY21,136.000499999999988,-17.990900000000000,D,,270,nan,225,nan,nan,nan
BZ24,136.501200000000011,-19.500000000000000,D,,270,nan,235,nan,nan,nan
CA24,137.000400000000013,-19.500699999999998,D,,270,nan,273,nan,nan,nan
BY23,135.972000000000008,-19.004799999999999,D,,270,nan,244,nan,nan,nan
BZ23,136.491700000000009,-19.006200000000000,D,,270,nan,226,nan,nan,nan
BZ21,136.492999999999995,-17.993099999999998,D,,270,nan,232,nan,nan,nan
CC25,137.994799999999998,-19.995899999999999,D,,270,nan,261,nan,nan,nan
CC23,137.992600000000010,-18.993099999999998,D,,270,nan,295,nan,nan,nan
CC24,137.993899999999996,-19.502700000000001,D,,270,nan,232,nan,nan,nan
CB25,137.504500000000007,-19.993200000000002,D,,270,nan,318,nan,nan,nan
CB24,137.498400000000004,-19.501100000000001,D,,270,nan,227,nan,nan,nan
CB23,137.498099999999994,-19.010700000000000,D,,270,nan,222,nan,nan,nan
NTNOZ,141.185303000000005,-17.627800000000001,CD,,360,nan,236,nan,nan,nan
NTNOZ,141.185303000000005,-17.627800000000001,CD,,360,nan,236,nan,nan,nan
ONGER,118.395629999999997,-33.863660000000003,B,,1100,nan,519,nan,861,nan
WR10,119.678399999999996,-32.856000000000002,C,,560,nan,467,nan,nan,nan
WR11,116.054500000000004,-34.005800000000001,B,,1100,nan,771,nan,nan,nan
WR09,122.792100000000005,-32.036400000000000,B,,1100,nan,916,nan,nan,nan
CP14,117.600800000000007,-26.929700000000000,D,,270,nan,237,nan,nan,nan
WT06,118.938999999999993,-31.125900000000001,D,,270,nan,414,nan,nan,nan
WS01,118.910399999999996,-27.422200000000000,C,,560,nan,213,nan,nan,nan
LP01,114.287499999999994,-26.208800000000000,C,,560,nan,327,nan,nan,nan
BCON,117.764899999999997,-30.335850000000001,D,,270,nan,410,nan,700,nan
WR08,118.351799999999997,-30.724699999999999,BC,,760,nan,458,nan,nan,nan
KORDA,117.503010000000003,-30.876870000000000,D,,270,nan,416,nan,546,741
WR06,115.843500000000006,-28.384100000000000,BC,,760,nan,385,nan,nan,nan
WT05,118.359399999999994,-31.295800000000000,BC,,760,nan,439,nan,nan,nan
WT04,117.773600000000002,-31.508099999999999,D,,270,nan,739,nan,nan,nan
WATNG,118.198449999999994,-30.732299999999999,B,,1100,nan,464,nan,701,nan
SD03,125.185699999999997,-27.051500000000001,CD,,360,nan,302,nan,nan,nan
ASR08,131.848800000000011,-30.452600000000000,C,,560,nan,300,nan,nan,nan
WR07,122.451700000000002,-28.475400000000000,D,,270,nan,315,nan,nan,nan
KANBL,121.614590000000007,-30.589250000000000,B,,1100,nan,343,nan,651,nan
WT09,121.772599999999997,-30.780700000000000,B,,1100,nan,340,nan,nan,nan
WT03,117.264899999999997,-31.831600000000002,B,,1100,nan,472,nan,nan,nan
WT02,116.607200000000006,-31.845300000000002,B,,1100,nan,650,nan,nan,nan
ASR06,130.057299999999998,-29.960400000000000,CD,,360,nan,224,nan,nan,nan
SD07,125.321600000000004,-31.080700000000000,CD,,360,nan,238,nan,nan,nan
SD08,130.410899999999998,-30.720800000000001,CD,,360,nan,237,nan,nan,nan
WT08,120.536299999999997,-31.127500000000001,D,,270,nan,432,nan,nan,nan
ASR05,132.590800000000002,-28.859700000000000,C,,560,nan,305,nan,nan,nan
BA11,143.976630000000000,-39.644370000000002,BC,,760,nan,358,nan,nan,nan
BA20,144.919690000000003,-38.420360000000002,D,,270,nan,882,nan,nan,nan
BA21,143.989949999999993,-38.390830000000001,B,,1100,nan,859,nan,nan,nan
BA23,143.430910000000011,-38.676819999999999,B,,1100,nan,941,nan,nan,nan
HGB,144.306000000000012,-38.186000000000000,CD,,360,nan,858,nan,nan,nan
LFA10,144.207600000000014,-38.038600000000002,CD,,360,nan,799,nan,nan,nan
BA24,142.540960000000013,-38.255629999999996,B,,1100,nan,494,nan,nan,nan
BA10,144.028909999999996,-40.056959999999997,C,,560,nan,910,nan,nan,nan
BA01,144.739740000000012,-40.524830000000001,D,,270,nan,408,nan,nan,nan
BA02,145.202130000000011,-40.950980000000001,B,,1100,nan,892,nan,nan,nan
LFC01,141.343400000000003,-36.792999999999999,D,,270,nan,272,nan,nan,nan
LFC02,141.672100000000000,-36.845500000000001,D,,270,nan,348,nan,nan,nan
LFD05,142.753399999999999,-36.533099999999997,CD,,360,nan,228,nan,nan,nan
LFC03,142.016999999999996,-36.911000000000001,CD,,360,nan,236,nan,nan,nan
LFD01,141.444500000000005,-36.363300000000002,CD,,360,nan,494,nan,nan,nan
LFD02,141.750799999999998,-36.421599999999998,CD,,360,nan,523,nan,nan,nan
LFA01,141.153199999999998,-37.689200000000000,D,,270,nan,287,nan,nan,nan
LFB04,142.184799999999996,-37.353099999999998,D,,270,nan,349,nan,nan,nan
LFB09,143.954599999999999,-37.594200000000001,B,,1100,nan,544,nan,nan,nan
LFB05,142.590599999999995,-37.435099999999998,D,,270,nan,653,nan,nan,nan
LFC08,143.663900000000012,-37.094400000000000,B,,1100,nan,538,nan,nan,nan
LFC04,142.339200000000005,-36.925699999999999,CD,,360,nan,381,nan,nan,nan
WALM,144.153699999999986,-36.957700000000003,CD,,360,nan,436,nan,nan,nan
LFD07,143.421400000000006,-36.614699999999999,D,,270,nan,306,nan,nan,nan
LFB01,141.271299999999997,-37.232900000000001,D,,270,nan,391,nan,nan,nan
LFC05,142.701099999999997,-36.989600000000003,CD,,360,nan,469,nan,nan,nan
LFB06,142.917300000000012,-37.467199999999998,BC,,760,nan,541,nan,nan,nan
LFB02,141.568500000000000,-37.279400000000003,CD,,360,nan,483,nan,nan,nan
LFB10,144.254500000000007,-37.623399999999997,BC,,760,nan,540,nan,nan,nan
LFC07,143.340499999999992,-37.047699999999999,D,,270,nan,905,nan,nan,nan
PEGU,144.089900000000000,-36.984299999999998,B,,1100,nan,682,nan,nan,nan
LFB03,141.912900000000008,-37.332599999999999,C,,560,nan,427,nan,nan,nan
SB08,141.975699999999989,-37.432800000000000,B,,1100,nan,303,nan,nan,nan
LFD09,144.092999999999989,-36.677999999999997,D,,270,nan,280,nan,nan,nan
LFC10,144.342500000000001,-37.173800000000000,BC,,760,nan,853,nan,nan,nan
LFC09,144.003600000000006,-37.137400000000000,BC,,760,nan,634,nan,nan,nan
LFD10,144.433999999999997,-36.746600000000001,BC,,760,nan,379,nan,nan,nan
LFC06,142.991899999999987,-37.010500000000000,CD,,360,nan,227,nan,nan,nan
LFD06,143.116000000000014,-36.562399999999997,CD,,360,nan,369,nan,nan,nan
LFD08,143.762599999999992,-36.661200000000001,B,,1100,nan,443,nan,nan,nan
LFB07,143.251499999999993,-37.501399999999997,B,,1100,nan,363,nan,nan,nan
LFA03,141.830299999999994,-37.781900000000000,B,,1100,nan,284,nan,nan,nan
LFA04,142.146700000000010,-37.813499999999998,B,,1100,nan,296,nan,nan,nan
LFA05,142.479600000000005,-37.866000000000000,B,,1100,nan,352,nan,nan,nan
LFA06,142.835000000000008,-37.896400000000000,B,,1100,nan,370,nan,nan,nan
LFA02,141.479000000000013,-37.732799999999997,D,,270,nan,431,nan,nan,nan
LFA09,143.815400000000011,-38.019199999999998,BC,,760,nan,326,nan,nan,nan
LFA07,143.153500000000008,-37.934399999999997,B,,1100,nan,320,nan,nan,nan
LFA08,143.532399999999996,-37.976100000000002,B,,1100,nan,356,nan,nan,nan
LFB08,143.574099999999987,-37.551600000000001,B,,1100,nan,366,nan,nan,nan
BA22,143.605430000000013,-37.986060000000002,B,,1100,nan,264,nan,nan,nan
STA3,147.446300000000008,-41.730100000000000,B,,1100,nan,469,nan,nan,nan
STC7,147.720100000000002,-42.001399999999997,B,,1100,nan,691,nan,nan,nan
STC8,147.920299999999997,-41.944299999999998,B,,1100,nan,900,nan,nan,nan
STD6,147.710299999999989,-42.132300000000001,B,,1100,nan,651,nan,nan,nan
STD7,147.901000000000010,-42.142299999999999,B,,1100,nan,901,nan,nan,nan
STE6,147.702799999999996,-42.280799999999999,B,,1100,nan,488,nan,nan,nan
STA1,146.829700000000003,-41.813800000000001,BC,,760,nan,830,nan,nan,nan
STB2,146.864000000000004,-41.962699999999998,BC,,760,nan,792,nan,nan,nan
STB3,147.102200000000011,-41.946199999999997,BC,,760,nan,862,nan,nan,nan
STC3,146.895199999999988,-42.112699999999997,BC,,760,nan,919,nan,nan,nan
STC4,147.104600000000005,-42.103000000000002,BC,,760,nan,582,nan,nan,nan
STD3,147.082699999999988,-42.268300000000004,BC,,760,nan,633,nan,nan,nan
STD4,147.311100000000010,-42.178800000000003,BC,,760,nan,900,nan,nan,nan
STE3,147.093799999999987,-42.404400000000003,BC,,760,nan,908,nan,nan,nan
BA09,147.318260000000009,-39.470280000000002,B,,1100,nan,940,nan,nan,nan
DEAL,147.313700000000011,-39.472499999999997,B,,1100,nan,802,1330,nan,nan
STC6,147.523300000000006,-42.003799999999998,BC,,760,nan,478,nan,nan,nan
STF2,146.943500000000000,-42.597299999999997,B,,1100,nan,887,nan,nan,nan
STF1,146.761200000000002,-42.651200000000003,B,,1100,nan,900,nan,nan,nan
STE2,146.932799999999986,-42.434500000000000,B,,1100,nan,640,nan,nan,nan
STE5,147.497500000000002,-42.327800000000003,B,,1100,nan,477,nan,nan,nan
STE4,147.290699999999987,-42.367400000000004,B,,1100,nan,460,nan,nan,nan
STD5,147.496700000000004,-42.181800000000003,BC,,760,nan,626,nan,nan,nan
STF5,147.564500000000010,-42.496299999999998,B,,1100,nan,907,nan,nan,nan
STF6,147.703200000000010,-42.441299999999998,B,,1100,nan,749,nan,nan,nan
STG3,147.562800000000010,-42.652400000000000,B,,1100,nan,531,nan,nan,nan
STD2,146.885600000000011,-42.268400000000000,B,,1100,nan,865,nan,nan,nan
STA2,147.106799999999993,-41.791699999999999,C,,560,nan,299,nan,nan,nan
STB5,147.498799999999989,-41.917000000000002,B,,1100,nan,470,nan,nan,nan
STB4,147.313400000000001,-41.909500000000001,B,,1100,nan,904,nan,nan,nan
STC2,146.735700000000008,-42.163400000000003,B,,1100,nan,819,nan,nan,nan
STB1,146.632700000000000,-42.001399999999997,B,,1100,nan,515,nan,nan,nan
