,Unnamed: 0,ORIGIN,GAID,EQLO,EQLA,EQDEP,OMAG,MAGTYPE,MW,MWSRC,STA,STLO,STLA,REPI,SAMPLING_RATE,MSEEDFILE,mseed_path,STA_ORIG,NET,LOC,CHA,event_origin,VS,VS_FLAG,REV_NET,PAZ_FILE,PAZ_CRN_FREQ,PAZ_CONSTANT,REV_CHA,STEL,Description
18522,5763,2021-10-08T16:47:26.216000Z,ga2021tvgsoo,141.0205688,-35.40810394,1.7,4.81,ML,4.92,Allen (2025),AUGRF,146.059006,-34.285801,477.3,10.0,ea_data/2021-10-08T16.43.S1.AUGRF.mseed,../inputs/wf_data/2021-10-08T16.43.S1.AUGRF.mseed,AUGRF,S1,,BHE,2021-10-08 16:47:26,467.0,proxy,S1,dataless,dataless,dataless,BHE,132.0,S1.AUGRF (Marian Catholic College)
18553,5770,2021-10-08T16:47:26.216000Z,ga2021tvgsoo,141.0205688,-35.40810394,1.7,4.81,ML,4.92,Allen (2025),AUSMG,148.608398,-36.4161,693.8,10.0,ea_data/2021-10-08T16.43.S1.AUSMG.mseed,../inputs/wf_data/2021-10-08T16.43.S1.AUSMG.mseed,AUSMG,S1,,BHE,2021-10-08 16:47:26,829.5,proxy,S1,dataless,dataless,dataless,BHE,951.0,S1.AUSMG (Snowy Mountains Grammar School)
18589,5777,2021-10-08T16:47:26.216000Z,ga2021tvgsoo,141.0205688,-35.40810394,1.7,4.81,ML,4.92,Allen (2025),AUBRN,145.868378,-41.04052,755.4,100.0,ea_data/2021-10-08T16.43.S1.AUBRN.mseed,../inputs/wf_data/2021-10-08T16.43.S1.AUBRN.mseed,AUBRN,S1,,HHE,2021-10-08 16:47:26,618.0,proxy,S1,dataless,dataless,dataless,HHE,10.0,S1.AUBRN (Burnie High School)
18601,5779,2021-10-08T16:47:26.216000Z,ga2021tvgsoo,141.0205688,-35.40810394,1.7,4.81,ML,4.92,Allen (2025),AUPKL,145.901062,-41.080872,760.6,10.0,ea_data/2021-10-08T16.43.S1.AUPKL.mseed,../inputs/wf_data/2021-10-08T16.43.S1.AUPKL.mseed,AUPKL,S1,,BHE,2021-10-08 16:47:26,975.5000000000001,proxy,S1,dataless,dataless,dataless,BHE,171.0,S1.AUPKL (Parklands High School)
18619,5782,2021-10-08T16:47:26.216000Z,ga2021tvgsoo,141.0205688,-35.40810394,1.7,4.81,ML,4.92,Allen (2025),AUUHS,150.469604,-35.358898,858.2,10.0,ea_data/2021-10-08T16.43.S1.AUUHS.mseed,../inputs/wf_data/2021-10-08T16.43.S1.AUUHS.mseed,AUUHS,S1,,BHE,2021-10-08 16:47:26,470.0,proxy,S1,dataless,dataless,dataless,BHE,44.0,S1.AUUHS (Ulladulla High School)
18806,5830,2021-11-13T13:05:52.663000Z,ga2021wjbnip,119.8416,-21.1301,35.0,5.32,Mw,5.24,Allen (2025),AUBRM,122.232101,-17.956499,431.7,10.0,iris_dump/2021-11-13T13.03.S1.AUBRM.mseed,../inputs/wf_data/2021-11-13T13.03.S1.AUBRM.mseed,AUBRM,S1,,BHZ,2021-11-13 13:05:52,302.5,proxy,S1,dataless,dataless,dataless,BHZ,20.0,S1.AUBRM (Broome Senior High School)
18846,5838,2021-11-13T13:05:52.663000Z,ga2021wjbnip,119.8416,-21.1301,35.0,5.32,Mw,5.24,Allen (2025),BCON,117.7649,-30.33585,1040.9,200.0,new_hsd/2021-11-13T13-05-53.AU.BCON.adhoc_1.mseed,../inputs/wf_data/2021-11-13T13-05-53.AU.BCON.adhoc_1.mseed,BCON,AU,00,HHE,2021-11-13 13:05:52,459.99999999999994,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,2516582400.0,HHE,,
18855,5840,2021-11-13T13:05:52.663000Z,ga2021wjbnip,119.8416,-21.1301,35.0,5.32,Mw,5.24,Allen (2025),WATNG,118.19845,-30.7323,1076.4,200.0,new_hsd/2021-11-13T13-05-53.AU.WATNG.adhoc_1.mseed,../inputs/wf_data/2021-11-13T13-05-53.AU.WATNG.adhoc_1.mseed,WATNG,AU,00,HHE,2021-11-13 13:05:52,741.5,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,2516582400.0,HHE,,
18870,5843,2021-11-13T13:05:52.663000Z,ga2021wjbnip,119.8416,-21.1301,35.0,5.32,Mw,5.24,Allen (2025),KORDA,117.50301,-30.87687,1104.8,200.0,new_hsd/2021-11-13T13-05-53.AU.KORDA.adhoc_1.mseed,../inputs/wf_data/2021-11-13T13-05-53.AU.KORDA.adhoc_1.mseed,KORDA,AU,00,HHE,2021-11-13 13:05:52,575.8333333333333,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,2516582400.0,HHE,,
18939,5860,2021-11-13T13:05:52.663000Z,ga2021wjbnip,119.8416,-21.1301,35.0,5.32,Mw,5.24,Allen (2025),DNDOZ,123.867996,-32.460899,1317.4,200.0,iris_dump/2021-11-13T13.03.AU.DNDOZ.mseed,../inputs/wf_data/2021-11-13T13.03.AU.DNDOZ.mseed,DNDOZ,AU,00,HHE,2021-11-13 13:05:52,692.0,proxy,AU,../inputs/paz/cmg-3esp-120s.paz,0.01,616434327.5999999,HHE,153.0,"AU.DNDOZ (Balladonia, WA)"
18972,5867,2021-11-13T13:05:52.663000Z,ga2021wjbnip,119.8416,-21.1301,35.0,5.32,Mw,5.24,Allen (2025),ONGER,118.39563,-33.86366,1418.2,200.0,new_hsd/2021-11-13T13-05-53.AU.ONGER.adhoc_1.mseed,../inputs/wf_data/2021-11-13T13-05-53.AU.ONGER.adhoc_1.mseed,ONGER,AU,00,HHE,2021-11-13 13:05:52,835.25,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,2516582400.0,HHE,,
19100,5899,2022-01-05T11:37:01.343000Z,ga2022aigaei,117.0198517,-33.34041214,6.9,3.99,ML,4.19,Allen (2025),AUHAR,115.891197,-33.092701,106.6,10.0,iris_dump/2022-01-05T11.35.S1.AUHAR.mseed,../inputs/wf_data/2022-01-05T11.35.S1.AUHAR.mseed,AUHAR,S1,,BHE,2022-01-05 11:37:01,355.49999999999994,proxy,S1,dataless,dataless,dataless,BHE,39.0,S1.AUHAR (St Anne's School)
19112,5902,2022-01-05T11:37:01.343000Z,ga2022aigaei,117.0198517,-33.34041214,6.9,3.99,ML,4.19,Allen (2025),AUKUL,118.152199,-32.669701,127.1,10.0,iris_dump/2022-01-05T11.35.S1.AUKUL.mseed,../inputs/wf_data/2022-01-05T11.35.S1.AUKUL.mseed,AUKUL,S1,,BHE,2022-01-05 11:37:01,352.0,proxy,S1,dataless,dataless,dataless,BHE,312.0,S1.AUKUL (Kulin District High School)
19139,5908,2022-01-05T11:37:01.343000Z,ga2022aigaei,117.0198517,-33.34041214,6.9,3.99,ML,4.19,Allen (2025),AUBUS,115.382797,-33.660099,156.7,10.0,iris_dump/2022-01-05T11.35.S1.AUBUS.mseed,../inputs/wf_data/2022-01-05T11.35.S1.AUBUS.mseed,AUBUS,S1,,BHE,2022-01-05 11:37:01,341.0,proxy,S1,dataless,dataless,dataless,BHE,13.0,S1.AUBUS (Georgiana Molloy Anglican School)
19325,5953,2022-01-22T07:40:49.206000Z,ga2022bndnpd,117.0591278,-33.3127594,8.3,3.75,ML,3.97,Allen (2025),AUMAZ,116.038399,-32.006901,174.2,10.0,iris_dump/2022-01-22T07.38.S1.AUMAZ.mseed,../inputs/wf_data/2022-01-22T07.38.S1.AUMAZ.mseed,AUMAZ,S1,,BHE,2022-01-22 07:40:49,742.5,proxy,S1,dataless,dataless,dataless,BHE,263.0,S1.AUMAZ (Mazenod Senior College)
23623,7112,2023-05-28T13:41:51.652000Z,ga2023kkwzpi,144.8484344,-37.55506134,2.0,3.85,ML,3.89,Allen (2025),MLBS,144.894,-37.829,30.8,200.0,new_hsd/2023-05-28T13-41-51.AU.MLBS.mseed,../inputs/wf_data/2023-05-28T13-41-51.AU.MLBS.mseed,MLBS,AU,00,HHE,2023-05-28 13:41:51,416.75,proxy,AU,../inputs/paz/trillium-compact-120.paz,0.01,301720000.0,HHE,9.0,"AU.MLBS (Melbourne Soft Rock JUMP, Victoria)"
23747,7137,2023-06-07T12:13:06.231000Z,ga2023lddhxf,147.0039215,-16.76450348,9.9,4.24,ML,4.29,Allen (2025),AUCSH,145.768,-16.916,133.1,100.0,2023-06-07T12.09.S1.AUCSH.mseed,../inputs/wf_data/2023-06-07T12.09.S1.AUCSH.mseed,AUCSH,S1,,HHN,2023-06-07 12:13:06,310.5,proxy,S1,dataless,dataless,dataless,HHN,17.0,S1.AUCSH (Cairns State High School)
25514,7602,2023-10-21T15:11:07.680000Z,ga2023uszzah,143.5066528,-38.69179535,10.0,4.73,Mw,5.1,Allen (2025),MARD,146.169,-38.462,233.6,250.0,2023-10-21T15.09.00.UM.MARD.mseed,../inputs/wf_data/2023-10-21T15.09.00.UM.MARD.mseed,MARD,AB,60,DHZ,2023-10-21 15:11:07,545.5714285714286,proxy,VW,../inputs/paz/cmg-6t-1s.paz,0.99,1006632975.5999999,DHZ,,
25517,7605,2023-10-21T15:11:07.680000Z,ga2023uszzah,143.5066528,-38.69179535,10.0,4.73,Mw,5.1,Allen (2025),WPSH,146.382,-39.098,253.6,250.0,2023-10-21T15.09.00.UM.WPSH.mseed,../inputs/wf_data/2023-10-21T15.09.00.UM.WPSH.mseed,WPSH,AB,60,DHE,2023-10-21 15:11:07,812.2,proxy,VW,../inputs/paz/cmg-6t-1s.paz,0.99,1006632975.5999999,DHE,,
25533,7610,2023-10-21T15:11:07.680000Z,ga2023uszzah,143.5066528,-38.69179535,10.0,4.73,Mw,5.1,Allen (2025),WDSD,146.87,-38.58,293.3,250.0,2023-10-21T15.09.00.UM.WDSD.mseed,../inputs/wf_data/2023-10-21T15.09.00.UM.WDSD.mseed,WDSD,UM,,CHE,2023-10-21 15:11:07,250.00000000000003,proxy,VW,../inputs/paz/trillium-compact-120-ph.paz,0.01,316376355.2458,CHE,,
25542,7612,2023-10-21T15:11:07.680000Z,ga2023uszzah,143.5066528,-38.69179535,10.0,4.73,Mw,5.1,Allen (2025),STBK,147.055,-38.304,312.7,250.0,2023-10-21T15.09.00.UM.STBK.mseed,../inputs/wf_data/2023-10-21T15.09.00.UM.STBK.mseed,STBK,UM,,CHE,2023-10-21 15:11:07,287.7142857142857,proxy,VW,../inputs/paz/trillium-compact-120-ph.paz,0.01,316376355.2458,CHE,,
25551,7614,2023-10-21T15:11:07.680000Z,ga2023uszzah,143.5066528,-38.69179535,10.0,4.73,Mw,5.1,Allen (2025),BRIG,147.058,-37.757,327.9,250.0,2023-10-21T15.09.00.UM.BRIG.mseed,../inputs/wf_data/2023-10-21T15.09.00.UM.BRIG.mseed,BRIG,AB,60,DHZ,2023-10-21 15:11:07,968.2,proxy,VW,../inputs/paz/cmg-6t-1s.paz,0.99,1006632975.5999999,DHZ,,
25558,7616,2023-10-21T15:11:07.680000Z,ga2023uszzah,143.5066528,-38.69179535,10.0,4.73,Mw,5.1,Allen (2025),DDSW,147.28,-38.255,333.0,250.0,2023-10-21T15.09.00.UM.DDSW.mseed,../inputs/wf_data/2023-10-21T15.09.00.UM.DDSW.mseed,DDSW,UM,,CHE,2023-10-21 15:11:07,301.5714285714286,proxy,VW,../inputs/paz/trillium-compact-120-ph.paz,0.01,316376355.2458,CHE,,
25576,7621,2023-10-21T15:11:07.680000Z,ga2023uszzah,143.5066528,-38.69179535,10.0,4.73,Mw,5.1,Allen (2025),LRSH,147.398,-38.189,344.4,250.0,2023-10-21T15.09.00.UM.LRSH.mseed,../inputs/wf_data/2023-10-21T15.09.00.UM.LRSH.mseed,LRSH,UM,,CHZ,2023-10-21 15:11:07,158.24999999999997,proxy,VW,../inputs/paz/trillium-compact-120-ph.paz,0.01,316376355.2458,CHZ,,
