,Unnamed: 0,ORIGIN,GAID,EQLO,EQLA,EQDEP,OMAG,MAGTYPE,MW,MWSRC,STA,STLO,STLA,REPI,SAMPLING_RATE,MSEEDFILE,mseed_path,STA_ORIG,NET,LOC,CHA,event_origin,VS,VS_FLAG,REV_NET,PAZ_FILE,PAZ_CRN_FREQ,PAZ_CONSTANT,REV_CHA,STEL,Description
1519,593,2001-10-27T07:58:48.000000Z,ga2001vdlztj,143.69,-35.356,16.5,4.2,mwt,4.36,Allen (2025),RIV,151.1583,-33.83,709.7,20.0,ea_data/2001-10-27T07.56.AU.RIV.mseed,../inputs/wf_data/2001-10-27T07.56.AU.RIV.mseed,RIV,AU,,SHZ,2001-10-27 07:58:48,808.5000000000001,measured,AU,../inputs/paz/mark-L4C-3D.paz,0.99,291394637.4,SHZ,25.0,"AU.RIV (St Ignatius College, Riverview, Sydney)"
1544,605,2001-11-23T03:33:32.000000Z,ga2001xaruxy,148.31,-33.901,4.2,3.8,MLa,4.0,Allen (2025),TALM,150.38091,-34.77094,213.6,100.0,ea_data/2001-11-23T03.34.MEL.TALM.mseed,../inputs/wf_data/2001-11-23T03.34.MEL.TALM.mseed,TALM,ME,,EHE,2001-11-23 03:33:32,845.9999999999999,proxy,OZ,../inputs/paz/s6000-2hz.paz,1.84,158737591.338,EHE,,
1654,651,2002-02-14T13:27:20.000000Z,ga2002dduskz,150.744,-34.524,5.0,3.5,Mwt,3.61,Allen (2025),CPXM,150.62474,-34.47647,6.5,100.0,ea_data/2002-02-14T13.27.MEL.CPXM.mseed,../inputs/wf_data/2002-02-14T13.27.MEL.CPXM.mseed,CPXM,ME,,EHE,2002-02-14 13:27:20,1003.4999999999999,proxy,OZ,../inputs/paz/s6000-2hz.paz,1.84,157202513.92000002,EHE,,
1737,682,2002-03-05T01:47:38.000000Z,ga2002eluifc,117.049,-30.499,0.5,4.46,mwt,4.6,Allen (2025),MBWA,119.731,-21.159,1069.0,20.0,sd_data/2002-03-05T01.50.IU.MBWA.mseed,../inputs/wf_data/2002-03-05T01.50.IU.MBWA.mseed,MBWA,IU,00,BH1,2002-03-05 01:47:38,555.4999999999999,proxy,IU,dataless,dataless,dataless,BH1,190.0,"IU.MBWA (Marble Bar, Western Australia)"
2130,830,2003-11-22T18:36:02.000000Z,ga2003wzzztj,138.729,-31.645,15.8,4.2,MLa,4.06,Allen (2025),FR02,138.4024,-31.5083,34.5,100.0,ea_data/2003-11-22T18.36.00.AU.FR02.mseed,../inputs/wf_data/2003-11-22T18.36.00.AU.FR02.mseed,FR02,AU,,EHE,2003-11-22 18:36:02,760.4999999999999,proxy,AU,../inputs/paz/cmg-3t-30s.paz,0.04,2540160000.0,HHE,,
2133,831,2003-11-22T18:36:02.000000Z,ga2003wzzztj,138.729,-31.645,15.8,4.2,MLa,4.06,Allen (2025),FR05,138.86921,-31.96259,37.6,100.0,ea_data/2003-11-22T18.36.00.AU.FR05.mseed,../inputs/wf_data/2003-11-22T18.36.00.AU.FR05.mseed,FR05,AU,,HHE,2003-11-22 18:36:02,786.5,proxy,AU,../inputs/paz/cmg-3t-30s.paz,0.04,2540160000.0,HHE,,
2139,833,2003-11-22T18:36:02.000000Z,ga2003wzzztj,138.729,-31.645,15.8,4.2,MLa,4.06,Allen (2025),FR10,138.41008,-32.53816,103.5,100.0,ea_data/2003-11-22T18.36.00.AU.FR10.mseed,../inputs/wf_data/2003-11-22T18.36.00.AU.FR10.mseed,FR10,AU,,HHE,2003-11-22 18:36:02,747.5,proxy,AU,../inputs/paz/cmg-3t-30s.paz,0.04,104895120.0,HHE,,
2142,834,2003-11-22T18:36:02.000000Z,ga2003wzzztj,138.729,-31.645,15.8,4.2,MLa,4.06,Allen (2025),FR09,137.93256,-32.48257,119.5,100.0,ea_data/2003-11-22T18.36.00.AU.FR09.mseed,../inputs/wf_data/2003-11-22T18.36.00.AU.FR09.mseed,FR09,AU,,EHE,2003-11-22 18:36:02,1004.5,proxy,AU,../inputs/paz/cmg-40t-1s.paz,0.99,838860800.0,EHE,,
2145,835,2003-11-22T18:36:02.000000Z,ga2003wzzztj,138.729,-31.645,15.8,4.2,MLa,4.06,Allen (2025),FR13,138.56831,-33.12493,164.8,100.0,ea_data/2003-11-22T18.36.00.AU.FR13.mseed,../inputs/wf_data/2003-11-22T18.36.00.AU.FR13.mseed,FR13,AU,,EHE,2003-11-22 18:36:02,1361.666666666667,measured,AU,../inputs/paz/cmg-40t-1s.paz,0.99,838860800.0,EHE,,
2148,836,2003-11-22T18:36:02.000000Z,ga2003wzzztj,138.729,-31.645,15.8,4.2,MLa,4.06,Allen (2025),FR14,138.57565,-33.47089,203.0,100.0,ea_data/2003-11-22T18.36.00.AU.FR14.mseed,../inputs/wf_data/2003-11-22T18.36.00.AU.FR14.mseed,FR14,AU,,EHE,2003-11-22 18:36:02,768.1666666666666,measured,AU,../inputs/paz/cmg-40t-1s.paz,0.99,838860800.0,EHE,,
2154,838,2003-11-22T18:36:02.000000Z,ga2003wzzztj,138.729,-31.645,15.8,4.2,MLa,4.06,Allen (2025),FR16,138.91892,-33.77925,237.4,99.99991607666016,ea_data/2003-11-22T18.36.00.AU.FR16.mseed,../inputs/wf_data/2003-11-22T18.36.00.AU.FR16.mseed,FR16,AU,,HHE,2003-11-22 18:36:02,762.5,proxy,AU,../inputs/paz/cmg-3t-30s.paz,0.04000796802426892,104895120.0,HHE,,
2192,860,2003-12-05T22:26:23.000000Z,ga2003xyebru,126.745,-18.225,0.0,4.8,ML,4.41,Allen (2025),COEN,143.176,-13.956,1819.3,20.0,sd_data/2003-12-05T22.22.AU.COEN.mseed,../inputs/wf_data/2003-12-05T22.22.AU.COEN.mseed,COEN,AU,,SHZ,2003-12-05 22:26:23,561.5,proxy,AU,../inputs/paz/cmg-3esp-120s.paz,0.01,400073293.2,BHZ,285.4,"AU.COEN (Coen, Queensland)"
2194,862,2003-12-05T22:26:23.000000Z,ga2003xyebru,126.745,-18.225,0.0,4.8,ML,4.41,Allen (2025),MTSU,144.319,-18.148,1858.6,20.0,sd_data/2003-12-05T22.22.AU.MTSU.mseed,../inputs/wf_data/2003-12-05T22.22.AU.MTSU.mseed,MTSU,AU,,SHZ,2003-12-05 22:26:23,529.3333333333333,proxy,AU,../inputs/paz/cmg-40t-1s.paz,0.99,1628689917.1200001,SHZ,460.0,"AU.MTSU (Mount Surprise, QLD)"
2280,895,2004-01-16T15:05:56.000000Z,ga2004bcrxwm,151.275,-25.072,0.0,4.4,ML,4.31,2018ML2MW,MTSU,144.3194,-18.14839,1074.5,20.0,ea_data/2004-01-16T15.03.AU.MTSU.mseed,../inputs/wf_data/2004-01-16T15.03.AU.MTSU.mseed,MTSU,AU,,SHZ,2004-01-16 15:05:56,529.3333333333333,proxy,AU,../inputs/paz/cmg-40t-1s.paz,0.99,1628689917.1200001,SHZ,460.0,"AU.MTSU (Mount Surprise, QLD)"
2283,898,2004-02-11T09:17:58.000000Z,ga2004cxzgxi,129.871,-22.738,12.8,5.0,ML,4.73,Allen (2025),WB0,134.394,-19.77,573.2,40.0,sd_data/2004-02-11T09.13.AU.WB0.mseed,../inputs/wf_data/2004-02-11T09.13.AU.WB0.mseed,WB0,AU,,SHZ,2004-02-11 09:17:58,534.5,proxy,AU,../inputs/paz/cmg-3esp-60s.paz,0.02,19792100083.8,BHZ,392.0,"AU.WB0 (Warramunga Array, NT)"
2440,967,2004-03-05T00:11:29.000000Z,ga2004enmwfu,127.034,-32.472,0.0,4.4,ML,4.39,Allen (2025),BLDU,116.7091,-30.6119,1004.0,20.0,cwb_dump/2004-03-05T00.11.AU.BLDU.mseed,../inputs/wf_data/2004-03-05T00.11.AU.BLDU.mseed,BLDU,AU,,SHZ,2004-03-05 00:11:29,829.0,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,1212350818.56,BHZ,280.0,"AU.BLDU (Ballidu, Western Australia)"
2470,980,2004-11-24T02:42:59.000000Z,ga2004xehpdd,117.472,-30.633,0.0,4.16,mwt,4.34,Allen (2025),KMBL,121.8906,-31.3682,430.0,20.0,iris_dump/2004-11-24T02.40.AU.KMBL.mseed,../inputs/wf_data/2004-11-24T02.40.AU.KMBL.mseed,KMBL,AU,,BHE,2004-11-24 02:42:59,739.0,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,1205886843.84,BHE,370.0,"AU.KMBL (Kambalda, WA)"
2492,986,2005-03-03T10:57:01.000000Z,ga2005eivbwe,139.139,-30.899,21.4,4.0,ML,3.65,Allen (2025),FR02,138.402,-31.508,99.7,100.0,2005-03-03T10.56.AU.FR02.mseed,../inputs/wf_data/2005-03-03T10.56.AU.FR02.mseed,FR02,AU,,EHE,2005-03-03 10:57:01,760.4999999999999,proxy,AU,../inputs/paz/cmg-3t-30s.paz,0.04,2540160000.0,HHE,,
2495,987,2005-03-03T10:57:01.000000Z,ga2005eivbwe,139.139,-30.899,21.4,4.0,ML,3.65,Allen (2025),FR05,138.869,-31.963,122.6,200.0,2005-03-03T10.56.AU.FR05.mseed,../inputs/wf_data/2005-03-03T10.56.AU.FR05.mseed,FR05,AU,,HHE,2005-03-03 10:57:01,786.5,proxy,AU,../inputs/paz/cmg-3t-30s.paz,0.04,2540160000.0,HHE,,
2498,988,2005-03-03T10:57:01.000000Z,ga2005eivbwe,139.139,-30.899,21.4,4.0,ML,3.65,Allen (2025),FR10,138.41,-32.538,195.6,200.0,2005-03-03T10.56.AU.FR10.mseed,../inputs/wf_data/2005-03-03T10.56.AU.FR10.mseed,FR10,AU,,HHE,2005-03-03 10:57:01,747.5,proxy,AU,../inputs/paz/cmg-3t-30s.paz,0.04,104895120.0,HHE,,
2501,989,2005-03-03T10:57:01.000000Z,ga2005eivbwe,139.139,-30.899,21.4,4.0,ML,3.65,Allen (2025),FR09,137.933,-32.483,210.6,100.0,2005-03-03T10.56.AU.FR09.mseed,../inputs/wf_data/2005-03-03T10.56.AU.FR09.mseed,FR09,AU,,EHE,2005-03-03 10:57:01,1004.5,proxy,AU,../inputs/paz/cmg-40t-1s.paz,0.99,838860800.0,EHE,,
2507,991,2005-03-03T10:57:01.000000Z,ga2005eivbwe,139.139,-30.899,21.4,4.0,ML,3.65,Allen (2025),FR13,138.568,-33.125,253.6,100.0,2005-03-03T10.56.AU.FR13.mseed,../inputs/wf_data/2005-03-03T10.56.AU.FR13.mseed,FR13,AU,,EHE,2005-03-03 10:57:01,1361.666666666667,measured,AU,../inputs/paz/cmg-40t-1s.paz,0.99,838860800.0,EHE,,
2514,993,2005-03-03T10:57:01.000000Z,ga2005eivbwe,139.139,-30.899,21.4,4.0,ML,3.65,Allen (2025),FR14,138.576,-33.471,290.9,100.0,2005-03-03T10.56.AU.FR14.mseed,../inputs/wf_data/2005-03-03T10.56.AU.FR14.mseed,FR14,AU,,EHE,2005-03-03 10:57:01,768.1666666666666,measured,AU,../inputs/paz/cmg-40t-1s.paz,0.99,838860800.0,EHE,,
2517,994,2005-03-03T10:57:01.000000Z,ga2005eivbwe,139.139,-30.899,21.4,4.0,ML,3.65,Allen (2025),FR16,138.919,-33.779,320.8,100.0,2005-03-03T10.56.AU.FR16.mseed,../inputs/wf_data/2005-03-03T10.56.AU.FR16.mseed,FR16,AU,,HHE,2005-03-03 10:57:01,762.5,proxy,AU,../inputs/paz/cmg-3t-30s.paz,0.04,629145600.0,HHE,,
2755,1086,2005-05-14T19:53:05.000000Z,ga2005jlrdee,139.153,-31.0,13.7,4.5,ML,4.49,Allen (2025),WB0,134.39431,-19.76969,1329.6,40.0,ea_data/2005-05-14T19.51.AU.WB0.mseed,../inputs/wf_data/2005-05-14T19.51.AU.WB0.mseed,WB0,AU,,BHZ,2005-05-14 19:53:05,534.5,proxy,AU,../inputs/paz/cmg-3esp-60s.paz,0.02,19792100083.8,BHZ,392.0,"AU.WB0 (Warramunga Array, NT)"
3000,1175,2006-05-13T01:04:46.000000Z,ga2006jijzzp,135.723,-27.657,7.1,5.1,ML,4.38,Allen (2025),CNB,149.363,-35.315,1547.0,20.0,sd_data/2006-05-13T01.00.AU.CNB.mseed,../inputs/wf_data/2006-05-13T01.00.AU.CNB.mseed,CNB,AU,,SHE,2006-05-13 01:04:46,975.8333333333331,proxy,AU,../inputs/paz/cmg-40t-1s.paz,0.99,641469190.656,SHE,853.0,"AU.CNB (Kowen Forrest, Australian Capital Territory)"
3107,1210,2006-09-29T12:49:47.000000Z,ga2006telhwb,145.01,-44.36,8.5,4.4,ML,4.31,2018ML2MW,MILA,149.155,-37.055,883.4,20.0,2006-09-29T12.45.AU.MILA.mseed,../inputs/wf_data/2006-09-29T12.45.AU.MILA.mseed,MILA,AU,,SHE,2006-09-29 12:49:47,486.9999999999999,proxy,AU,../inputs/paz/cmg-40t-1s.paz,0.99,1598016000.0,SHE,785.0,"AU.MILA (Mila, NSW)"
3318,1276,2007-03-08T02:34:11.000000Z,ga2007erjays,145.74,-37.9,9.7,3.5,MLa,3.65,Allen (2025),MGCD,151.107,-33.208,712.5,20.0,2007-03-08T02.30.AU.MGCD.mseed,../inputs/wf_data/2007-03-08T02.30.AU.MGCD.mseed,MGCD,AU,,SHE,2007-03-08 02:34:11,954.0,measured,AU,../inputs/paz/cmg-40t-30s.paz,0.04,1582922738.8799999,BHE,285.0,"AU.MGCD (Mangrove Creek Dam, NSW)"
3348,1286,2007-08-28T15:33:04.000000Z,ga2007qxxmkd,115.942,-35.429,17.9,4.6,ML,4.35,Allen (2025),MUN,116.2083,-31.9783,383.5,20.0,iris_dump/2007-08-28T15.31.AU.MUN.mseed,../inputs/wf_data/2007-08-28T15.31.AU.MUN.mseed,MUN,AU,,BHE,2007-08-28 15:33:04,665.2857142857144,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,1133723044.9,BHE,253.0,"AU.MUN (Mundaring, Western Australia)"
3459,1324,2007-09-16T23:18:34.000000Z,ga2007shjsgi,138.523,-31.392,32.5,4.8,ML,4.39,Allen (2025),MTN,131.13,-12.847,2189.2,40.0,sd_data/2007-09-16T23.14.AU.MTN.mseed,../inputs/wf_data/2007-09-16T23.14.AU.MTN.mseed,MTN,AU,,BHE,2007-09-16 23:18:34,919.2500000000001,proxy,AU,../inputs/paz/sts2-g3.paz,0.01,2506583179.264,BHE,137.4,"AU.MTN (Manton Dam, Darwin NT)"
3540,1354,2007-11-19T20:01:01.000000Z,ga2007wupqit,143.735,-12.336,24.4,4.8,mb,4.84,Allen (2025),EIDS,151.082,-25.369,1636.4,40.0,sd_data/2007-11-19T19.57.AU.EIDS.mseed,../inputs/wf_data/2007-11-19T19.57.AU.EIDS.mseed,EIDS,AU,,BHE,2007-11-19 20:01:01,704.9999999999999,proxy,AU,../inputs/paz/sts2-g3.paz,0.01,2506583179.264,BHE,216.0,"AU.EIDS (Eidsvold, Queensland)"
3549,1357,2007-11-19T20:01:01.000000Z,ga2007wupqit,143.735,-12.336,24.4,4.8,mb,4.84,Allen (2025),ARMA,151.628,-30.42,2161.5,20.0,sd_data/2007-11-19T19.57.AU.ARMA.mseed,../inputs/wf_data/2007-11-19T19.57.AU.ARMA.mseed,ARMA,AU,,BHE,2007-11-19 20:01:01,896.0,proxy,AU,../inputs/paz/sts2-g3.paz,0.01,2506583179.264,BHE,1112.0,"AU.ARMA (Armidale, New South Wales)"
3651,1395,2007-12-26T15:36:11.000000Z,ga2007zkesrx,138.383,-32.086,16.4,4.7,ML,4.53,Allen (2025),RIV,151.158,-33.83,1209.3,20.0,sd_data/2007-12-26T15.32.AU.RIV.mseed,../inputs/wf_data/2007-12-26T15.32.AU.RIV.mseed,RIV,AU,,SHE,2007-12-26 15:36:11,808.5000000000001,measured,AU,../inputs/paz/cmg-40t-1s.paz,0.99,792212436.96,SHE,25.0,"AU.RIV (St Ignatius College, Riverview, Sydney)"
4020,1518,2009-03-06T01:35:59.000000Z,ga2009enpraz,121.252,-16.314,0.0,5.1,ML,4.46,Allen (2025),KDU,132.473,-12.687,1274.0,20.0,sd_data/2009-03-06T01.31.AU.KDU.mseed,../inputs/wf_data/2009-03-06T01.31.AU.KDU.mseed,KDU,AU,,SHE,2009-03-06 01:35:59,346.20000000000005,proxy,AU,../inputs/paz/cmg-40t-1s.paz,0.99,389378571.12,SHE,46.0,"AU.KDU (Kakadu, NT)"
4290,1595,2009-08-05T21:43:25.000000Z,ga2009piebhl,137.222,-38.945,30.0,4.8,ML,4.66,2018ML2MW,NAPP,138.148,-33.183,645.5,100.0,sd_data/2009-08-05T21.39.AU.NAPP.mseed,../inputs/wf_data/2009-08-05T21.39.AU.NAPP.mseed,NAPP,AU,00,BNZ,2009-08-05 21:43:25,716.5,proxy,AU,../inputs/paz/refraction_tech-131.paz,0.0,157376.55310000002,HNZ,181.0,"AU.NAPP (Napperby JUMP, South Australia)"
4292,1596,2009-08-05T21:43:25.000000Z,ga2009piebhl,137.222,-38.945,30.0,4.8,ML,4.66,2018ML2MW,WHYH,137.574,-33.033,657.4,20.0,sd_data/2009-08-05T21.39.AU.WHYH.mseed,../inputs/wf_data/2009-08-05T21.39.AU.WHYH.mseed,WHYH,AU,00,BNZ,2009-08-05 21:43:25,850.0,proxy,AU,Missing!,Missing!,Missing!,BNZ,43.0,"AU.WHYH (Whyalla JUMP, South Australia)"
4336,1613,2010-04-20T00:17:09.000000Z,ga2010hscssm,121.4892,-30.787,1.8,4.1,mwh,4.7,Allen (2025),CARL,115.927,-31.983,545.4,20.0,sd_data/2010-04-20T00.13.AU.CARL.mseed,../inputs/wf_data/2010-04-20T00.13.AU.CARL.mseed,CARL,AU,00,BNZ,2010-04-20 00:17:09,328.27272727272725,measured,AU,../inputs/paz/cmg-5t.paz,0.0,154015.9309,BNZ,2.0,"AU.CARL (Carlisle JUMP, WA)"
4338,1614,2010-04-20T00:17:09.000000Z,ga2010hscssm,121.4892,-30.787,1.8,4.1,mwh,4.7,Allen (2025),MTKN,115.774,-31.933,558.4,20.0,sd_data/2010-04-20T00.13.AU.MTKN.mseed,../inputs/wf_data/2010-04-20T00.13.AU.MTKN.mseed,MTKN,AU,00,BNZ,2010-04-20 00:17:09,605.25,proxy,AU,../inputs/paz/refraction_tech-131.paz,0.0,154015.9309,BNZ,57.0,"AU.MTKN (Mount Kenneth JUMP, WA)"
4349,1618,2010-04-20T00:17:09.000000Z,ga2010hscssm,121.4892,-30.787,1.8,4.1,mwh,4.7,Allen (2025),WRKA,128.2961,-25.0375,901.2,40.0,iris_dump/2010-04-20T00.15.AU.WRKA.mseed,../inputs/wf_data/2010-04-20T00.15.AU.WRKA.mseed,WRKA,AU,,BHE,2010-04-20 00:17:09,437.9999999999999,proxy,AU,../inputs/paz/sts2-g3.paz,0.01,2508764217.344,BHE,622.0,"AU.WRKA (Warrakurna, Western Australia)"
4352,1619,2010-04-20T00:17:09.000000Z,ga2010hscssm,121.4892,-30.787,1.8,4.1,mwh,4.7,Allen (2025),MBWA,119.7312,-21.159,1081.4,20.0,iris_dump/2010-04-20T00.19.IU.MBWA.mseed,../inputs/wf_data/2010-04-20T00.19.IU.MBWA.mseed,MBWA,IU,00,BH1,2010-04-20 00:17:09,555.4999999999999,proxy,IU,dataless,dataless,dataless,BH1,190.0,"IU.MBWA (Marble Bar, Western Australia)"
4366,1624,2010-04-20T00:17:09.000000Z,ga2010hscssm,121.4892,-30.787,1.8,4.1,mwh,4.7,Allen (2025),TWOA,138.579,-35.031,1664.1,20.0,sd_data/2010-04-20T00.13.AU.TWOA.mseed,../inputs/wf_data/2010-04-20T00.13.AU.TWOA.mseed,TWOA,AU,00,BNZ,2010-04-20 00:17:09,1007.0,proxy,AU,Missing!,Missing!,Missing!,BNZ,168.0,"AU.TWOA (Flinders University Adelaide JUMP, SA)"
4369,1626,2010-04-20T00:17:09.000000Z,ga2010hscssm,121.4892,-30.787,1.8,4.1,mwh,4.7,Allen (2025),KNRA,128.763,-15.677,1830.2,40.0,sd_data/2010-04-20T00.13.AU.KNRA.mseed,../inputs/wf_data/2010-04-20T00.13.AU.KNRA.mseed,KNRA,AU,,BHE,2010-04-20 00:17:09,417.33333333333326,proxy,AU,../inputs/paz/sts2-g3.paz,0.01,2508764217.344,BHE,126.0,"AU.KNRA (Kunnunarra, WA)"
4390,1633,2010-06-05T21:47:00.000000Z,ga2010laewrw,136.714,-33.559,15.0,4.8,ML,4.56,Allen (2025),PTPS,137.9943,-33.1725,127.3,200.0,hsd_data/2010-06-05T21.47.00.AU.PTPS.mseed,../inputs/wf_data/2010-06-05T21.47.00.AU.PTPS.mseed,PTPS,AU,02,EHE,2010-06-05 21:47:00,149.75,proxy,AU,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,1.01,246818191.36,EHE,9.0,"AU.PTPS (Port Pirie JUMP, SA)"
4399,1635,2010-06-05T21:47:00.000000Z,ga2010laewrw,136.714,-33.559,15.0,4.8,ML,4.56,Allen (2025),NAPP,138.1478,-33.1828,140.4,200.0,hsd_data/2010-06-05T21.47.00.AU.NAPP.mseed,../inputs/wf_data/2010-06-05T21.47.00.AU.NAPP.mseed,NAPP,AU,02,EHE,2010-06-05 21:47:00,716.5,proxy,AU,../inputs/paz/lennartz-LE-3D.paz,1.0,251046030.3,EHE,181.0,"AU.NAPP (Napperby JUMP, South Australia)"
4402,1636,2010-06-05T21:47:00.000000Z,ga2010laewrw,136.714,-33.559,15.0,4.8,ML,4.56,Allen (2025),HTT,138.9217,-33.4305,205.4,20.0,hsd_data/2010-06-05T21.47.00.AU.HTT.mseed,../inputs/wf_data/2010-06-05T21.47.00.AU.HTT.mseed,HTT,AU,,BHE,2010-06-05 21:47:00,821.25,proxy,AU,../inputs/paz/cmg-3esp-100s.paz,0.01,3370358145.024,BHE,708.0,"AU.HTT (Hallett, South Australia)"
4405,1637,2010-06-05T21:47:00.000000Z,ga2010laewrw,136.714,-33.559,15.0,4.8,ML,4.56,Allen (2025),GHSS,138.602,-34.919,230.7,20.0,sd_data/2010-06-05T21.43.AU.GHSS.mseed,../inputs/wf_data/2010-06-05T21.43.AU.GHSS.mseed,GHSS,AU,00,BNZ,2010-06-05 21:47:00,246.11111111111111,measured,AU,../inputs/paz/refraction_tech-131.paz,0.0,154015.9309,BNZ,42.0,"AU.GHSS (Government House JUMP, SA)"
4571,1693,2010-07-30T21:29:22.000000Z,ga2010oxdfxj,138.1414,-32.175,10.0,4.17,ML,3.78,Ghasemi et al (2016),HTT,138.922,-33.431,157.6,20.0,sd_data/2010-07-30T21.25.AU.HTT.mseed,../inputs/wf_data/2010-07-30T21.25.AU.HTT.mseed,HTT,AU,,BHE,2010-07-30 21:29:22,821.25,proxy,AU,../inputs/paz/cmg-3esp-100s.paz,0.01,3370358145.024,BHE,708.0,"AU.HTT (Hallett, South Australia)"
4784,1766,2010-10-27T14:18:02.000000Z,ga2010vdyonz,143.5944,-29.438,7.3,4.36,ML,4.41,Allen (2025),WRKA,128.296,-25.038,1590.2,40.0,sd_data/2010-10-27T14.14.AU.WRKA.mseed,../inputs/wf_data/2010-10-27T14.14.AU.WRKA.mseed,WRKA,AU,,BHE,2010-10-27 14:18:02,437.9999999999999,proxy,AU,../inputs/paz/sts2-g3.paz,0.01,2508764217.344,BHE,622.0,"AU.WRKA (Warrakurna, Western Australia)"
4885,1805,2011-04-16T05:31:18.000000Z,ga2011hlefxk,147.7644,-20.085,7.1,5.3,mwt,5.29,Allen (2025),CTAO,146.254501,-20.0882,153.1,20.0,ea_data/2011-04-16T05.27.IU.CTAO.mseed,../inputs/wf_data/2011-04-16T05.27.IU.CTAO.mseed,CTAO,IU,00,BHE,2011-04-16 05:31:18,827.0,proxy,IU,dataless,dataless,dataless,BHE,357.0,"IU.CTAO (Charters Towers, Australia)"
4894,1807,2011-04-16T05:31:18.000000Z,ga2011hlefxk,147.7644,-20.085,7.1,5.3,mwt,5.29,Allen (2025),EIDS,151.0817,-25.369,682.3,40.0,ea_data/2011-04-16T05.27.AU.EIDS.mseed,../inputs/wf_data/2011-04-16T05.27.AU.EIDS.mseed,EIDS,AU,,BHE,2011-04-16 05:31:18,704.9999999999999,proxy,AU,../inputs/paz/sts2-g3.paz,0.01,2506583179.264,BHE,216.0,"AU.EIDS (Eidsvold, Queensland)"
4903,1810,2011-04-16T05:31:18.000000Z,ga2011hlefxk,147.7644,-20.085,7.1,5.3,mwt,5.29,Allen (2025),COEN,143.1758,-13.9563,830.2,40.0,ea_data/2011-04-16T05.27.AU.COEN.mseed,../inputs/wf_data/2011-04-16T05.27.AU.COEN.mseed,COEN,AU,,BHE,2011-04-16 05:31:18,561.5,proxy,AU,../inputs/paz/sts2-g3.paz,0.01,2506583179.264,BHE,285.4,"AU.COEN (Coen, Queensland)"
5067,1869,2011-07-05T01:32:11.000000Z,ga2011nbskgr,145.8394,-38.412,2.3,4.38,ML,4.41,Allen (2025),BA19,145.691,-38.566,21.6,50.0,sd_data/2011-07-05T01.30.1P.BA19.mseed,../inputs/wf_data/2011-07-05T01.30.1P.BA19.mseed,BA19,1P,,BHE,2011-07-05 01:32:11,725.4999999999999,proxy,1P,dataless,dataless,dataless,BHE,46.0,1P.BA19 (Inverloch)
5073,1871,2011-07-05T01:32:11.000000Z,ga2011nbskgr,145.8394,-38.412,2.3,4.38,ML,4.41,Allen (2025),BA16,146.643,-38.531,71.4,50.0,sd_data/2011-07-05T01.30.1P.BA16.mseed,../inputs/wf_data/2011-07-05T01.30.1P.BA16.mseed,BA16,1P,,BHE,2011-07-05 01:32:11,372.5,proxy,1P,dataless,dataless,dataless,BHE,54.0,1P.BA16 (Yarram)
5076,1872,2011-07-05T01:32:11.000000Z,ga2011nbskgr,145.8394,-38.412,2.3,4.38,ML,4.41,Allen (2025),BA20,144.92,-38.42,80.4,50.0,sd_data/2011-07-05T01.30.1P.BA20.mseed,../inputs/wf_data/2011-07-05T01.30.1P.BA20.mseed,BA20,1P,,BHE,2011-07-05 01:32:11,576.0,proxy,1P,dataless,dataless,dataless,BHE,143.0,1P.BA20 (Mornington Peninsula)
5079,1873,2011-07-05T01:32:11.000000Z,ga2011nbskgr,145.8394,-38.412,2.3,4.38,ML,4.41,Allen (2025),BA17,146.327,-39.035,81.2,50.0,sd_data/2011-07-05T01.30.1P.BA17.mseed,../inputs/wf_data/2011-07-05T01.30.1P.BA17.mseed,BA17,1P,,BHE,2011-07-05 01:32:11,556.0,proxy,1P,dataless,dataless,dataless,BHE,10.0,1P.BA17 (Wilsons Promotory)
5091,1876,2011-07-05T01:32:11.000000Z,ga2011nbskgr,145.8394,-38.412,2.3,4.38,ML,4.41,Allen (2025),BA22,143.605,-37.986,201.3,50.0,sd_data/2011-07-05T01.30.1P.BA22.mseed,../inputs/wf_data/2011-07-05T01.30.1P.BA22.mseed,BA22,1P,,BHE,2011-07-05 01:32:11,682.0,proxy,1P,dataless,dataless,dataless,BHE,153.0,1P.BA22 (Cressy)
5094,1877,2011-07-05T01:32:11.000000Z,ga2011nbskgr,145.8394,-38.412,2.3,4.38,ML,4.41,Allen (2025),BA14,148.004,-37.63,209.0,50.0,sd_data/2011-07-05T01.30.1P.BA14.mseed,../inputs/wf_data/2011-07-05T01.30.1P.BA14.mseed,BA14,1P,,BHE,2011-07-05 01:32:11,540.4999999999999,proxy,1P,dataless,dataless,dataless,BHE,229.0,1P.BA14 (Kenny Rd)
5097,1878,2011-07-05T01:32:11.000000Z,ga2011nbskgr,145.8394,-38.412,2.3,4.38,ML,4.41,Allen (2025),BA08,147.966,-39.774,238.2,50.0,sd_data/2011-07-05T01.30.1P.BA08.mseed,../inputs/wf_data/2011-07-05T01.30.1P.BA08.mseed,BA08,1P,,BHE,2011-07-05 01:32:11,417.99999999999994,proxy,1P,dataless,dataless,dataless,BHE,13.0,1P.BA08 (Northern Flinders Island)
