,Unnamed: 0,ORIGIN,GAID,EQLO,EQLA,EQDEP,OMAG,MAGTYPE,MW,MWSRC,STA,STLO,STLA,REPI,SAMPLING_RATE,MSEEDFILE,mseed_path,STA_ORIG,NET,LOC,CHA,event_origin,VS,VS_FLAG,REV_NET,PAZ_FILE,PAZ_CRN_FREQ,PAZ_CONSTANT,REV_CHA,STEL,Description
30,10,1991-03-07T01:28:08.000000Z,ga1991eplddz,133.809,-20.021,2.0,5.1,mb,4.79,2023mb2MW,CTA,146.255,-20.088,1301.7,20.0,sd_data/1991-03-07T01.24.AU.CTA.mseed,../inputs/wf_data/1991-03-07T01.24.AU.CTA.mseed,CTA,AU,,SHE,1991-03-07 01:28:08,932.2499999999999,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,376832000.0,BHE,426.0,"AU.CTA (Charters Towers, Queensland)"
32,10,1991-03-07T01:28:08.000000Z,ga1991eplddz,133.809,-20.021,2.0,5.1,mb,4.79,2023mb2MW,CTA,146.255,-20.088,1301.7,20.0,sd_data/1991-03-07T01.24.AU.CTA.mseed,../inputs/wf_data/1991-03-07T01.24.AU.CTA.mseed,CTA,AU,,SHN,1991-03-07 01:28:08,932.2499999999999,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,376832000.0,BHN,426.0,"AU.CTA (Charters Towers, Queensland)"
33,10,1991-03-07T01:28:08.000000Z,ga1991eplddz,133.809,-20.021,2.0,5.1,mb,4.79,2023mb2MW,CTA,146.255,-20.088,1301.7,20.0,sd_data/1991-03-07T01.24.AU.CTA.mseed,../inputs/wf_data/1991-03-07T01.24.AU.CTA.mseed,CTA,AU,,SHZ,1991-03-07 01:28:08,932.2499999999999,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,376832000.0,BHZ,426.0,"AU.CTA (Charters Towers, Queensland)"
75,20,1993-10-21T05:27:28.000000Z,ga1993usgqbm,133.944,-19.862,5.0,4.8,ML,4.66,2018ML2MW,CTA,146.255,-20.088,1288.5,20.0,1993-10-21T05.23.AU.CTA.mseed,../inputs/wf_data/1993-10-21T05.23.AU.CTA.mseed,CTA,AU,,SHE,1993-10-21 05:27:28,932.2499999999999,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,376832000.0,BHE,426.0,"AU.CTA (Charters Towers, Queensland)"
76,20,1993-10-21T05:27:28.000000Z,ga1993usgqbm,133.944,-19.862,5.0,4.8,ML,4.66,2018ML2MW,CTA,146.255,-20.088,1288.5,20.0,1993-10-21T05.23.AU.CTA.mseed,../inputs/wf_data/1993-10-21T05.23.AU.CTA.mseed,CTA,AU,,SHN,1993-10-21 05:27:28,932.2499999999999,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,376832000.0,BHN,426.0,"AU.CTA (Charters Towers, Queensland)"
77,20,1993-10-21T05:27:28.000000Z,ga1993usgqbm,133.944,-19.862,5.0,4.8,ML,4.66,2018ML2MW,CTA,146.255,-20.088,1288.5,20.0,1993-10-21T05.23.AU.CTA.mseed,../inputs/wf_data/1993-10-21T05.23.AU.CTA.mseed,CTA,AU,,SHZ,1993-10-21 05:27:28,932.2499999999999,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,376832000.0,BHZ,426.0,"AU.CTA (Charters Towers, Queensland)"
174,51,1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2.0,4.7,mwt,5.34,Allen (2025),CAN,148.998,-35.32,339.5,1.0,sd_data/1994-08-06T10.59.G.CAN.mseed,../inputs/wf_data/1994-08-06T10.59.G.CAN.mseed,CAN,G,,EHE,1994-08-06 11:03:51,809.5,proxy,G,../inputs/paz/sts1.paz,0.02,232038400.0,NOPEHE,,
175,51,1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2.0,4.7,mwt,5.34,Allen (2025),CAN,148.998,-35.32,339.5,0.1,sd_data/1994-08-06T10.59.G.CAN.mseed,../inputs/wf_data/1994-08-06T10.59.G.CAN.mseed,CAN,G,,EHE,1994-08-06 11:03:51,809.5,proxy,G,../inputs/paz/sts1.paz,0.02,232038400.0,NOPEHE,,
176,51,1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2.0,4.7,mwt,5.34,Allen (2025),CAN,148.998,-35.32,339.5,1.0,sd_data/1994-08-06T10.59.G.CAN.mseed,../inputs/wf_data/1994-08-06T10.59.G.CAN.mseed,CAN,G,,EHN,1994-08-06 11:03:51,809.5,proxy,G,../inputs/paz/sts1.paz,0.02,233881600.0,NOPEHN,,
177,51,1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2.0,4.7,mwt,5.34,Allen (2025),CAN,148.998,-35.32,339.5,0.1,sd_data/1994-08-06T10.59.G.CAN.mseed,../inputs/wf_data/1994-08-06T10.59.G.CAN.mseed,CAN,G,,EHN,1994-08-06 11:03:51,809.5,proxy,G,../inputs/paz/sts1.paz,0.02,233881600.0,NOPEHN,,
178,51,1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2.0,4.7,mwt,5.34,Allen (2025),CAN,148.998,-35.32,339.5,1.0,sd_data/1994-08-06T10.59.G.CAN.mseed,../inputs/wf_data/1994-08-06T10.59.G.CAN.mseed,CAN,G,,EHZ,1994-08-06 11:03:51,809.5,proxy,G,../inputs/paz/sts1.paz,0.02,230604800.0,NOPEHZ,,
179,51,1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2.0,4.7,mwt,5.34,Allen (2025),CAN,148.998,-35.32,339.5,0.1,sd_data/1994-08-06T10.59.G.CAN.mseed,../inputs/wf_data/1994-08-06T10.59.G.CAN.mseed,CAN,G,,EHZ,1994-08-06 11:03:51,809.5,proxy,G,../inputs/paz/sts1.paz,0.02,230604800.0,NOPEHZ,,
190,55,1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2.0,4.7,mwt,5.34,Allen (2025),STKA,141.5952,-31.8769,919.2,20.0,ea_data/1994-08-06T10.59.AU.STKA.mseed,../inputs/wf_data/1994-08-06T10.59.AU.STKA.mseed,STKA,AU,,SHZ,1994-08-06 11:03:51,622.0,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,491520000.0,BHZ,230.0,"AU.STKA (Stephens Creek, NSW)"
191,56,1994-08-06T11:03:51.000000Z,ga1994pjepaz,151.288,-32.924,2.0,4.7,mwt,5.34,Allen (2025),CTA,146.255,-20.088,1507.5,20.0,sd_data/1994-08-06T10.59.AU.CTA.mseed,../inputs/wf_data/1994-08-06T10.59.AU.CTA.mseed,CTA,AU,,SHZ,1994-08-06 11:03:51,932.2499999999999,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,376832000.0,BHZ,426.0,"AU.CTA (Charters Towers, Queensland)"
196,59,1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1.0,4.1,MLa,4.11,Allen (2025),EUAB,148.35842,-33.42728,0.5,250.0,ea_data/1994-08-21T05.53.MEL.EUAB.mseed,../inputs/wf_data/1994-08-21T05.53.MEL.EUAB.mseed,EUAB,ME,,EHE,1994-08-21 05:53:51,791.5,proxy,OZ,../inputs/paz/s6000-2hz.paz,1.84,78181826.56,DHE,,
197,59,1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1.0,4.1,MLa,4.11,Allen (2025),EUAB,148.35842,-33.42728,0.5,250.0,ea_data/1994-08-21T05.53.MEL.EUAB.mseed,../inputs/wf_data/1994-08-21T05.53.MEL.EUAB.mseed,EUAB,ME,,EHN,1994-08-21 05:53:51,791.5,proxy,OZ,../inputs/paz/s6000-2hz.paz,1.84,78181826.56,DHN,,
198,59,1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1.0,4.1,MLa,4.11,Allen (2025),EUAB,148.35842,-33.42728,0.5,250.0,ea_data/1994-08-21T05.53.MEL.EUAB.mseed,../inputs/wf_data/1994-08-21T05.53.MEL.EUAB.mseed,EUAB,ME,,EHZ,1994-08-21 05:53:51,791.5,proxy,OZ,../inputs/paz/s6000-2hz.paz,1.84,78181826.56,DHZ,,
217,66,1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1.0,4.1,MLa,4.11,Allen (2025),ARMA,151.628,-30.4198,454.2,20.0,ea_data/1994-08-21T05.51.AU.ARMA.mseed,../inputs/wf_data/1994-08-21T05.51.AU.ARMA.mseed,ARMA,AU,,SHE,1994-08-21 05:53:51,896.0,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,283415347.2,BHE,1112.0,"AU.ARMA (Armidale, New South Wales)"
218,66,1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1.0,4.1,MLa,4.11,Allen (2025),ARMA,151.628,-30.4198,454.2,20.0,ea_data/1994-08-21T05.51.AU.ARMA.mseed,../inputs/wf_data/1994-08-21T05.51.AU.ARMA.mseed,ARMA,AU,,SHN,1994-08-21 05:53:51,896.0,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,283415347.2,BHN,1112.0,"AU.ARMA (Armidale, New South Wales)"
219,66,1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1.0,4.1,MLa,4.11,Allen (2025),ARMA,151.628,-30.4198,454.2,20.0,ea_data/1994-08-21T05.51.AU.ARMA.mseed,../inputs/wf_data/1994-08-21T05.51.AU.ARMA.mseed,ARMA,AU,,SHZ,1994-08-21 05:53:51,896.0,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,283415347.2,BHZ,1112.0,"AU.ARMA (Armidale, New South Wales)"
220,67,1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1.0,4.1,MLa,4.11,Allen (2025),STKA,141.5952,-31.8769,657.4,20.0,ea_data/1994-08-21T05.51.AU.STKA.mseed,../inputs/wf_data/1994-08-21T05.51.AU.STKA.mseed,STKA,AU,,SHE,1994-08-21 05:53:51,622.0,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,491520000.0,BHE,230.0,"AU.STKA (Stephens Creek, NSW)"
221,67,1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1.0,4.1,MLa,4.11,Allen (2025),STKA,141.5952,-31.8769,657.4,20.0,ea_data/1994-08-21T05.51.AU.STKA.mseed,../inputs/wf_data/1994-08-21T05.51.AU.STKA.mseed,STKA,AU,,SHN,1994-08-21 05:53:51,622.0,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,491520000.0,BHN,230.0,"AU.STKA (Stephens Creek, NSW)"
222,67,1994-08-21T05:53:51.000000Z,ga1994qkifcs,148.364,-33.421,1.0,4.1,MLa,4.11,Allen (2025),STKA,141.5952,-31.8769,657.4,20.0,ea_data/1994-08-21T05.51.AU.STKA.mseed,../inputs/wf_data/1994-08-21T05.51.AU.STKA.mseed,STKA,AU,,SHZ,1994-08-21 05:53:51,622.0,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,491520000.0,BHZ,230.0,"AU.STKA (Stephens Creek, NSW)"
1032,387,1999-03-17T01:58:10.000000Z,ga1999fhvjvs,150.77,-34.234,8.0,4.3,mwt,4.73,Allen (2025),CAN,148.998,-35.32,202.2,1.0,sd_data/1999-03-17T01.54.G.CAN.mseed,../inputs/wf_data/1999-03-17T01.54.G.CAN.mseed,CAN,G,,EHE,1999-03-17 01:58:10,809.5,proxy,G,../inputs/paz/sts1.paz,0.02,232038400.0,NOPEHE,,
1033,387,1999-03-17T01:58:10.000000Z,ga1999fhvjvs,150.77,-34.234,8.0,4.3,mwt,4.73,Allen (2025),CAN,148.998,-35.32,202.2,0.1,sd_data/1999-03-17T01.54.G.CAN.mseed,../inputs/wf_data/1999-03-17T01.54.G.CAN.mseed,CAN,G,,EHE,1999-03-17 01:58:10,809.5,proxy,G,../inputs/paz/sts1.paz,0.02,232038400.0,NOPEHE,,
1034,387,1999-03-17T01:58:10.000000Z,ga1999fhvjvs,150.77,-34.234,8.0,4.3,mwt,4.73,Allen (2025),CAN,148.998,-35.32,202.2,1.0,sd_data/1999-03-17T01.54.G.CAN.mseed,../inputs/wf_data/1999-03-17T01.54.G.CAN.mseed,CAN,G,,EHN,1999-03-17 01:58:10,809.5,proxy,G,../inputs/paz/sts1.paz,0.02,233881600.0,NOPEHN,,
1035,387,1999-03-17T01:58:10.000000Z,ga1999fhvjvs,150.77,-34.234,8.0,4.3,mwt,4.73,Allen (2025),CAN,148.998,-35.32,202.2,0.1,sd_data/1999-03-17T01.54.G.CAN.mseed,../inputs/wf_data/1999-03-17T01.54.G.CAN.mseed,CAN,G,,EHN,1999-03-17 01:58:10,809.5,proxy,G,../inputs/paz/sts1.paz,0.02,233881600.0,NOPEHN,,
1036,387,1999-03-17T01:58:10.000000Z,ga1999fhvjvs,150.77,-34.234,8.0,4.3,mwt,4.73,Allen (2025),CAN,148.998,-35.32,202.2,1.0,sd_data/1999-03-17T01.54.G.CAN.mseed,../inputs/wf_data/1999-03-17T01.54.G.CAN.mseed,CAN,G,,EHZ,1999-03-17 01:58:10,809.5,proxy,G,../inputs/paz/sts1.paz,0.02,230604800.0,NOPEHZ,,
1037,387,1999-03-17T01:58:10.000000Z,ga1999fhvjvs,150.77,-34.234,8.0,4.3,mwt,4.73,Allen (2025),CAN,148.998,-35.32,202.2,0.1,sd_data/1999-03-17T01.54.G.CAN.mseed,../inputs/wf_data/1999-03-17T01.54.G.CAN.mseed,CAN,G,,EHZ,1999-03-17 01:58:10,809.5,proxy,G,../inputs/paz/sts1.paz,0.02,230604800.0,NOPEHZ,,
1328,511,2001-06-14T12:05:14.000000Z,ga2001lpzdhm,138.13,-31.837,18.0,4.0,MLa,4.05,Allen (2025),HWK,135.203,-29.958,349.3,50.0,2001-06-14T12.05.AD.HWK.mseed,../inputs/wf_data/2001-06-14T12.05.AD.HWK.mseed,HWK,AD,VE,EHE,2001-06-14 12:05:14,326.0,proxy,AD,../inputs/paz/s6000-2hz.paz,1.84,649278259.2,SHE,,
1329,511,2001-06-14T12:05:14.000000Z,ga2001lpzdhm,138.13,-31.837,18.0,4.0,MLa,4.05,Allen (2025),HWK,135.203,-29.958,349.3,50.0,2001-06-14T12.05.AD.HWK.mseed,../inputs/wf_data/2001-06-14T12.05.AD.HWK.mseed,HWK,AD,VE,EHN,2001-06-14 12:05:14,326.0,proxy,AD,../inputs/paz/s6000-2hz.paz,1.84,649278259.2,SHN,,
1330,511,2001-06-14T12:05:14.000000Z,ga2001lpzdhm,138.13,-31.837,18.0,4.0,MLa,4.05,Allen (2025),HWK,135.203,-29.958,349.3,50.0,2001-06-14T12.05.AD.HWK.mseed,../inputs/wf_data/2001-06-14T12.05.AD.HWK.mseed,HWK,AD,VE,EHZ,2001-06-14 12:05:14,326.0,proxy,AD,../inputs/paz/s6000-2hz.paz,1.84,649278259.2,SHZ,,
1386,534,2001-09-14T15:18:30.000000Z,ga2001sdciuu,133.879,-19.702,11.0,4.9,ML,4.61,Allen (2025),FITZ,125.639,-18.102,885.9,20.0,sd_data/2001-09-14T15.14.AU.FITZ.mseed,../inputs/wf_data/2001-09-14T15.14.AU.FITZ.mseed,FITZ,AU,,SHZ,2001-09-14 15:18:30,290.5,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,807784000.0000001,BHZ,110.0,AU.FITZ (Fitzroy Crossing)
1391,539,2001-09-14T15:18:30.000000Z,ga2001sdciuu,133.879,-19.702,11.0,4.9,ML,4.61,Allen (2025),KMBL,121.891,-31.368,1764.3,20.0,sd_data/2001-09-14T15.14.AU.KMBL.mseed,../inputs/wf_data/2001-09-14T15.14.AU.KMBL.mseed,KMBL,AU,,SHZ,2001-09-14 15:18:30,739.0,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,285506764.8,BHZ,370.0,"AU.KMBL (Kambalda, WA)"
1413,550,2001-09-28T02:54:56.000000Z,ga2001tbvwjr,117.061,-30.536,2.3,5.2,ML,4.58,Allen (2025),KMBL,121.891,-31.368,470.6,20.0,sd_data/2001-09-28T02.50.AU.KMBL.mseed,../inputs/wf_data/2001-09-28T02.50.AU.KMBL.mseed,KMBL,AU,,SHZ,2001-09-28 02:54:56,739.0,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,285506764.8,BHZ,370.0,"AU.KMBL (Kambalda, WA)"
1416,553,2001-09-28T02:54:56.000000Z,ga2001tbvwjr,117.061,-30.536,2.3,5.2,ML,4.58,Allen (2025),FITZ,125.639,-18.102,1627.8,20.0,sd_data/2001-09-28T02.50.AU.FITZ.mseed,../inputs/wf_data/2001-09-28T02.50.AU.FITZ.mseed,FITZ,AU,,SHZ,2001-09-28 02:54:56,290.5,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,807784000.0000001,BHZ,110.0,AU.FITZ (Fitzroy Crossing)
1485,575,2001-10-19T17:43:23.000000Z,ga2001upnolt,120.593,-33.608,0.0,5.2,ML,5.02,2018ML2MW,BBOO,136.0564,-32.8097,1439.7,40.0,cwb_dump/2001-10-19T17.43.AU.BBOO.mseed,../inputs/wf_data/2001-10-19T17.43.AU.BBOO.mseed,BBOO,AU,,SHZ,2001-10-19 17:43:23,545.4999999999999,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,280915410.944,BHZ,321.0,"AU.BBOO (Buckleboo, South Australia)"
1486,576,2001-10-19T17:43:23.000000Z,ga2001upnolt,120.593,-33.608,0.0,5.2,ML,5.02,2018ML2MW,FITZ,125.639,-18.102,1790.1,20.0,sd_data/2001-10-19T17.39.AU.FITZ.mseed,../inputs/wf_data/2001-10-19T17.39.AU.FITZ.mseed,FITZ,AU,,SHZ,2001-10-19 17:43:23,290.5,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,807784000.0000001,BHZ,110.0,AU.FITZ (Fitzroy Crossing)
1488,578,2001-10-19T17:43:23.000000Z,ga2001upnolt,120.593,-33.608,0.0,5.2,ML,5.02,2018ML2MW,STKA,141.595,-31.877,1974.3,20.0,sd_data/2001-10-19T17.39.AU.STKA.mseed,../inputs/wf_data/2001-10-19T17.39.AU.STKA.mseed,STKA,AU,,SHZ,2001-10-19 17:43:23,622.0,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,491520000.0,BHZ,230.0,"AU.STKA (Stephens Creek, NSW)"
1508,586,2001-10-27T07:58:48.000000Z,ga2001vdlztj,143.69,-35.356,16.5,4.2,mwt,4.36,Allen (2025),TOO,145.49,-37.5717,296.4,20.0,ea_data/2001-10-27T07.54.AU.TOO.mseed,../inputs/wf_data/2001-10-27T07.54.AU.TOO.mseed,TOO,AU,,SHZ,2001-10-27 07:58:48,1003.2500000000001,measured,AU,../inputs/paz/cmg-3t-100s.paz,0.01,283413463.04,BHZ,604.0,"AU.TOO (Toolangi, VIC)"
1509,587,2001-10-27T07:58:48.000000Z,ga2001vdlztj,143.69,-35.356,16.5,4.2,mwt,4.36,Allen (2025),STKA,141.5952,-31.8769,430.1,20.0,ea_data/2001-10-27T07.56.AU.STKA.mseed,../inputs/wf_data/2001-10-27T07.56.AU.STKA.mseed,STKA,AU,,SHZ,2001-10-27 07:58:48,622.0,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,491520000.0,BHZ,230.0,"AU.STKA (Stephens Creek, NSW)"
1521,595,2001-10-27T07:58:48.000000Z,ga2001vdlztj,143.69,-35.356,16.5,4.2,mwt,4.36,Allen (2025),BBOO,136.0564,-32.8097,754.7,40.0,ea_data/2001-10-27T07.54.AU.BBOO.mseed,../inputs/wf_data/2001-10-27T07.54.AU.BBOO.mseed,BBOO,AU,,SHZ,2001-10-27 07:58:48,545.4999999999999,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,280915410.944,BHZ,321.0,"AU.BBOO (Buckleboo, South Australia)"
1543,604,2001-11-23T03:33:32.000000Z,ga2001xaruxy,148.31,-33.901,4.2,3.8,MLa,4.0,Allen (2025),CNB,149.3633,-35.315,184.2,20.0,ea_data/2001-11-23T03.31.AU.CNB.mseed,../inputs/wf_data/2001-11-23T03.31.AU.CNB.mseed,CNB,AU,,SHZ,2001-11-23 03:33:32,975.8333333333331,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,280915410.944,BHZ,853.0,"AU.CNB (Kowen Forrest, Australian Capital Territory)"
1554,611,2001-11-23T03:33:32.000000Z,ga2001xaruxy,148.31,-33.901,4.2,3.8,MLa,4.0,Allen (2025),TOO,145.49,-37.5717,480.5,20.0,ea_data/2001-11-23T03.31.AU.TOO.mseed,../inputs/wf_data/2001-11-23T03.31.AU.TOO.mseed,TOO,AU,,SHZ,2001-11-23 03:33:32,1003.2500000000001,measured,AU,../inputs/paz/cmg-3t-100s.paz,0.01,283413463.04,BHZ,604.0,"AU.TOO (Toolangi, VIC)"
1555,612,2001-11-23T03:33:32.000000Z,ga2001xaruxy,148.31,-33.901,4.2,3.8,MLa,4.0,Allen (2025),ARMA,151.628,-30.4198,496.9,20.0,ea_data/2001-11-23T03.31.AU.ARMA.mseed,../inputs/wf_data/2001-11-23T03.31.AU.ARMA.mseed,ARMA,AU,,SHZ,2001-11-23 03:33:32,896.0,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,283415347.2,BHZ,1112.0,"AU.ARMA (Armidale, New South Wales)"
1556,613,2001-11-23T03:33:32.000000Z,ga2001xaruxy,148.31,-33.901,4.2,3.8,MLa,4.0,Allen (2025),STKA,141.5952,-31.8769,667.0,20.0,ea_data/2001-11-23T03.31.AU.STKA.mseed,../inputs/wf_data/2001-11-23T03.31.AU.STKA.mseed,STKA,AU,,SHZ,2001-11-23 03:33:32,622.0,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,491520000.0,BHZ,230.0,"AU.STKA (Stephens Creek, NSW)"
1612,631,2001-12-28T16:31:36.000000Z,ga2001znyafg,117.068,-30.533,2.4,4.22,mwt,4.6,Allen (2025),KMBL,121.891,-31.368,470.0,20.0,sd_data/2001-12-28T16.27.AU.KMBL.mseed,../inputs/wf_data/2001-12-28T16.27.AU.KMBL.mseed,KMBL,AU,,SHZ,2001-12-28 16:31:36,739.0,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,285506764.8,BHZ,370.0,"AU.KMBL (Kambalda, WA)"
1615,634,2001-12-28T16:31:36.000000Z,ga2001znyafg,117.068,-30.533,2.4,4.22,mwt,4.6,Allen (2025),FITZ,125.639,-18.102,1627.2,20.0,sd_data/2001-12-28T16.27.AU.FITZ.mseed,../inputs/wf_data/2001-12-28T16.27.AU.FITZ.mseed,FITZ,AU,,SHZ,2001-12-28 16:31:36,290.5,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,807784000.0000001,BHZ,110.0,AU.FITZ (Fitzroy Crossing)
1634,641,2002-02-07T12:48:57.000000Z,ga2002cqxjev,143.886,-40.356,10.0,4.5,ML,4.61,Allen (2025),TOO,145.49,-37.572,339.1,20.0,2002-02-07T12.44.AU.TOO.mseed,../inputs/wf_data/2002-02-07T12.44.AU.TOO.mseed,TOO,AU,,SHZ,2002-02-07 12:48:57,1003.2500000000001,measured,AU,../inputs/paz/cmg-3t-100s.paz,0.01,283413463.04,BHZ,604.0,"AU.TOO (Toolangi, VIC)"
1652,649,2002-02-07T12:48:57.000000Z,ga2002cqxjev,143.886,-40.356,10.0,4.5,ML,4.61,Allen (2025),STKA,141.595,-31.877,963.1,20.0,2002-02-07T12.44.AU.STKA.mseed,../inputs/wf_data/2002-02-07T12.44.AU.STKA.mseed,STKA,AU,,SHZ,2002-02-07 12:48:57,622.0,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,491520000.0,BHZ,230.0,"AU.STKA (Stephens Creek, NSW)"
1703,667,2002-02-14T13:27:20.000000Z,ga2002dduskz,150.744,-34.524,5.0,3.5,Mwt,3.61,Allen (2025),ARMA,151.628,-30.4198,453.4,20.0,ea_data/2002-02-14T13.25.AU.ARMA.mseed,../inputs/wf_data/2002-02-14T13.25.AU.ARMA.mseed,ARMA,AU,,SHZ,2002-02-14 13:27:20,896.0,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,283415347.2,BHZ,1112.0,"AU.ARMA (Armidale, New South Wales)"
1705,669,2002-02-14T13:27:20.000000Z,ga2002dduskz,150.744,-34.524,5.0,3.5,Mwt,3.61,Allen (2025),TOO,145.49,-37.5717,582.2,20.0,ea_data/2002-02-14T13.25.AU.TOO.mseed,../inputs/wf_data/2002-02-14T13.25.AU.TOO.mseed,TOO,AU,,SHZ,2002-02-14 13:27:20,1003.2500000000001,measured,AU,../inputs/paz/cmg-3t-100s.paz,0.01,283413463.04,BHZ,604.0,"AU.TOO (Toolangi, VIC)"
1734,679,2002-03-05T01:47:38.000000Z,ga2002eluifc,117.049,-30.499,0.5,4.46,mwt,4.6,Allen (2025),KMBL,121.891,-31.368,472.6,20.0,sd_data/2002-03-05T01.43.AU.KMBL.mseed,../inputs/wf_data/2002-03-05T01.43.AU.KMBL.mseed,KMBL,AU,,SHZ,2002-03-05 01:47:38,739.0,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,285506764.8,BHZ,370.0,"AU.KMBL (Kambalda, WA)"
1743,683,2002-03-05T01:47:38.000000Z,ga2002eluifc,117.049,-30.499,0.5,4.46,mwt,4.6,Allen (2025),FITZ,125.639,-18.102,1625.1,20.0,sd_data/2002-03-05T01.43.AU.FITZ.mseed,../inputs/wf_data/2002-03-05T01.43.AU.FITZ.mseed,FITZ,AU,,SHZ,2002-03-05 01:47:38,290.5,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,807784000.0000001,BHZ,110.0,AU.FITZ (Fitzroy Crossing)
1744,684,2002-03-05T01:47:38.000000Z,ga2002eluifc,117.049,-30.499,0.5,4.46,mwt,4.6,Allen (2025),BBOO,136.056,-32.81,1818.4,40.0,sd_data/2002-03-05T01.43.AU.BBOO.mseed,../inputs/wf_data/2002-03-05T01.43.AU.BBOO.mseed,BBOO,AU,,SHZ,2002-03-05 01:47:38,545.4999999999999,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,280915410.944,BHZ,321.0,"AU.BBOO (Buckleboo, South Australia)"
1757,689,2002-03-05T03:29:57.000000Z,ga2002elxsjm,117.062,-30.508,0.4,4.2,mwt,4.49,Allen (2025),MUN,116.208,-31.978,182.2,20.0,sd_data/2002-03-05T03.25.AU.MUN.mseed,../inputs/wf_data/2002-03-05T03.25.AU.MUN.mseed,MUN,AU,,SHZ,2002-03-05 03:29:57,665.2857142857144,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,1133723044.9,BHZ,253.0,"AU.MUN (Mundaring, Western Australia)"
1773,694,2002-03-05T03:29:57.000000Z,ga2002elxsjm,117.062,-30.508,0.4,4.2,mwt,4.49,Allen (2025),KMBL,121.891,-31.368,471.2,20.0,sd_data/2002-03-05T03.25.AU.KMBL.mseed,../inputs/wf_data/2002-03-05T03.25.AU.KMBL.mseed,KMBL,AU,,SHZ,2002-03-05 03:29:57,739.0,proxy,AU,../inputs/paz/cmg-3t-100s.paz,0.01,285506764.8,BHZ,370.0,"AU.KMBL (Kambalda, WA)"
1776,697,2002-03-05T03:29:57.000000Z,ga2002elxsjm,117.062,-30.508,0.4,4.2,mwt,4.49,Allen (2025),FITZ,125.639,-18.102,1625.2,20.0,sd_data/2002-03-05T03.25.AU.FITZ.mseed,../inputs/wf_data/2002-03-05T03.25.AU.FITZ.mseed,FITZ,AU,,SHZ,2002-03-05 03:29:57,290.5,proxy,AU,../inputs/paz/cmg-3t-120s.paz,0.01,807784000.0000001,BHZ,110.0,AU.FITZ (Fitzroy Crossing)
