,STA,STLA,STLO,VS,VS_FLAG
19158,WRKA,-25.038,128.296,437.9999999999999,proxy
19159,SWNNE,-33.284,117.03,869.3999999999999,proxy
19160,SWNNE,-33.284,117.03,869.3999999999999,proxy
19161,SWNNE,-33.284,117.03,869.3999999999999,proxy
19162,SWNNF,-33.344,116.95,367.0,proxy
19163,SWNNF,-33.344,116.95,367.0,proxy
19164,SWNNF,-33.344,116.95,367.0,proxy
19165,SWNND,-33.419,117.04,769.5,proxy
19166,SWNND,-33.419,117.04,769.5,proxy
19167,SWNND,-33.419,117.04,769.5,proxy
19168,SWNNB,-33.363,117.191,327.99999999999994,proxy
19169,SWNNB,-33.363,117.191,327.99999999999994,proxy
19170,SWNNB,-33.363,117.191,327.99999999999994,proxy
19171,SWNNC,-33.194,117.289,827.0,proxy
19172,SWNNC,-33.194,117.289,827.0,proxy
19173,SWNNC,-33.194,117.289,827.0,proxy
19174,SWNNA,-33.326,117.402,916.5,proxy
19175,SWNNA,-33.326,117.402,916.5,proxy
19176,SWNNA,-33.326,117.402,916.5,proxy
19177,NWAO,-32.9277,117.239,769.2222222222221,proxy
19178,NWAO,-32.9277,117.239,769.2222222222221,proxy
19179,NWAO,-32.9277,117.239,769.2222222222221,proxy
19180,NWAO,-32.9277,117.239,769.2222222222221,proxy
19181,NWAO,-32.9277,117.239,769.2222222222221,proxy
19182,NWAO,-32.9277,117.239,769.2222222222221,proxy
19183,NWAO,-32.9277,117.239,769.2222222222221,proxy
19184,NWAO,-32.9277,117.239,769.2222222222221,proxy
19185,NWAO,-32.9277,117.239,769.2222222222221,proxy
19186,NWAO,-32.9277,117.239,769.2222222222221,proxy
19187,NWAO,-32.9277,117.239,769.2222222222221,proxy
19188,NWAO,-32.9277,117.239,769.2222222222221,proxy
19189,SWN14,-33.052,116.541,640.4,proxy
19190,SWN14,-33.052,116.541,640.4,proxy
19191,SWN14,-33.052,116.541,640.4,proxy
19192,SWN15,-33.185,117.659,372.2,proxy
19193,SWN15,-33.185,117.659,372.2,proxy
19194,SWN15,-33.185,117.659,372.2,proxy
19195,SWN12,-32.39,116.839,435.0,proxy
19196,SWN12,-32.39,116.839,435.0,proxy
19197,SWN12,-32.39,116.839,435.0,proxy
19198,SWN23,-34.338,116.645,468.79999999999995,proxy
19199,SWN23,-34.338,116.645,468.79999999999995,proxy
19200,SWN23,-34.338,116.645,468.79999999999995,proxy
19201,AUKUL,-32.669701,118.152199,352.0,proxy
19202,AUKUL,-32.669701,118.152199,352.0,proxy
19203,AUKUL,-32.669701,118.152199,352.0,proxy
19204,AUKUL,-32.669701,118.152199,352.0,proxy
19205,AUKUL,-32.669701,118.152199,352.0,proxy
19206,AUKUL,-32.669701,118.152199,352.0,proxy
19207,SWN19,-34.206,116.103,475.0,proxy
19208,SWN19,-34.206,116.103,475.0,proxy
19209,SWN19,-34.206,116.103,475.0,proxy
19210,SWN16,-33.534,118.512,230.5,proxy
19211,SWN16,-33.534,118.512,230.5,proxy
19212,SWN16,-33.534,118.512,230.5,proxy
19213,ONGER,-33.86366,118.39563,835.25,proxy
19214,ONGER,-33.86366,118.39563,835.25,proxy
19215,ONGER,-33.86366,118.39563,835.25,proxy
19216,ONGER,-33.86366,118.39563,835.25,proxy
19217,ONGER,-33.86366,118.39563,835.25,proxy
19218,ONGER,-33.86366,118.39563,835.25,proxy
19219,SWN11,-32.206,117.952,278.0,proxy
19220,SWN11,-32.206,117.952,278.0,proxy
19221,SWN11,-32.206,117.952,278.0,proxy
19222,SWN10,-31.921,116.964,716.5,proxy
19223,SWN10,-31.921,116.964,716.5,proxy
19224,SWN10,-31.921,116.964,716.5,proxy
19225,SWN17,-34.035,115.609,523.6,proxy
19226,SWN17,-34.035,115.609,523.6,proxy
19227,SWN17,-34.035,115.609,523.6,proxy
19228,AUBUS,-33.660099,115.382797,341.0,proxy
19229,AUBUS,-33.660099,115.382797,341.0,proxy
19230,AUBUS,-33.660099,115.382797,341.0,proxy
19231,AUBUS,-33.660099,115.382797,341.0,proxy
19232,AUBUS,-33.660099,115.382797,341.0,proxy
19233,AUBUS,-33.660099,115.382797,341.0,proxy
19234,AUMAZ,-32.006901,116.038399,742.5,proxy
19235,AUMAZ,-32.006901,116.038399,742.5,proxy
19236,AUMAZ,-32.006901,116.038399,742.5,proxy
19237,AUMAZ,-32.006901,116.038399,742.5,proxy
19238,AUMAZ,-32.006901,116.038399,742.5,proxy
19239,AUMAZ,-32.006901,116.038399,742.5,proxy
19240,SWN21,-34.347,118.526,311.2,proxy
19241,SWN21,-34.347,118.526,311.2,proxy
19242,SWN21,-34.347,118.526,311.2,proxy
19243,CARL,-31.9835,115.9267,328.27272727272725,measured
19244,CARL,-31.9835,115.9267,328.27272727272725,measured
19245,CARL,-31.9835,115.9267,328.27272727272725,measured
19246,SWN25,-34.952,116.724,584.5,proxy
19247,SWN25,-34.952,116.724,584.5,proxy
19248,SWN25,-34.952,116.724,584.5,proxy
19249,SWN02,-32.068,118.394,358.75,proxy
19250,SWN02,-32.068,118.394,358.75,proxy
19251,SWN02,-32.068,118.394,358.75,proxy
19252,MTKN,-31.9333,115.7737,605.25,proxy
19253,MTKN,-31.9333,115.7737,605.25,proxy
19254,MTKN,-31.9333,115.7737,605.25,proxy
19255,SWN26,-32.433,118.929,273.75,proxy
19256,SWN26,-32.433,118.929,273.75,proxy
19257,SWN26,-32.433,118.929,273.75,proxy
19258,SWN09,-31.422,117.285,360.49999999999994,proxy
19259,SWN09,-31.422,117.285,360.49999999999994,proxy
19260,SWN09,-31.422,117.285,360.49999999999994,proxy
19261,SWN07,-31.28,116.515,690.75,proxy
19262,SWN07,-31.28,116.515,690.75,proxy
19263,SWN07,-31.28,116.515,690.75,proxy
19264,SWN22,-33.083,119.69,664.8,proxy
19265,SWN22,-33.083,119.69,664.8,proxy
19266,SWN22,-33.083,119.69,664.8,proxy
19267,SWN00,-31.373,118.491,829.0,proxy
19268,SWN00,-31.373,118.491,829.0,proxy
19269,SWN00,-31.373,118.491,829.0,proxy
19270,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19271,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19272,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19273,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19274,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19275,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19276,SWN05,-30.769,117.136,376.74999999999994,proxy
19277,SWN05,-30.769,117.136,376.74999999999994,proxy
19278,SWN05,-30.769,117.136,376.74999999999994,proxy
19279,BLDU,-30.6119,116.7091,829.0,proxy
19280,BLDU,-30.6119,116.7091,829.0,proxy
19281,BLDU,-30.6119,116.7091,829.0,proxy
19282,BLDU,-30.6119,116.7091,829.0,proxy
19283,BLDU,-30.6119,116.7091,829.0,proxy
19284,BLDU,-30.6119,116.7091,829.0,proxy
19285,SWN18,-30.362,117.116,491.25,proxy
19286,SWN18,-30.362,117.116,491.25,proxy
19287,SWN18,-30.362,117.116,491.25,proxy
19288,BCON,-30.33585,117.7649,459.99999999999994,proxy
19289,BCON,-30.33585,117.7649,459.99999999999994,proxy
19290,BCON,-30.33585,117.7649,459.99999999999994,proxy
19291,BCON,-30.33585,117.7649,459.99999999999994,proxy
19292,BCON,-30.33585,117.7649,459.99999999999994,proxy
19293,BCON,-30.33585,117.7649,459.99999999999994,proxy
19294,SWN03,-30.323,118.207,524.4,proxy
19295,SWN03,-30.323,118.207,524.4,proxy
19296,SWN03,-30.323,118.207,524.4,proxy
19297,SWN01,-30.369,115.556,469.6,proxy
19298,SWN01,-30.369,115.556,469.6,proxy
19299,SWN01,-30.369,115.556,469.6,proxy
19300,MORW,-29.0683,116.0388,929.0,proxy
19301,MORW,-29.0683,116.0388,929.0,proxy
19302,MORW,-29.0683,116.0388,929.0,proxy
19303,MORW,-29.0683,116.0388,929.0,proxy
19304,MORW,-29.0683,116.0388,929.0,proxy
19305,MORW,-29.0683,116.0388,929.0,proxy
19306,MEEK,-26.638,118.614,522.0,proxy
19307,MEEK,-26.638,118.614,522.0,proxy
19308,MEEK,-26.638,118.614,522.0,proxy
19309,MEEK,-26.638,118.614,522.0,proxy
19310,MEEK,-26.638,118.614,522.0,proxy
19311,MEEK,-26.638,118.614,522.0,proxy
19312,SWNNE,-33.284,117.03,869.3999999999999,proxy
19313,SWNNE,-33.284,117.03,869.3999999999999,proxy
19314,SWNNE,-33.284,117.03,869.3999999999999,proxy
19315,SWNNF,-33.344,116.95,367.0,proxy
19316,SWNNF,-33.344,116.95,367.0,proxy
19317,SWNNF,-33.344,116.95,367.0,proxy
19318,SWNND,-33.419,117.04,769.5,proxy
19319,SWNND,-33.419,117.04,769.5,proxy
19320,SWNND,-33.419,117.04,769.5,proxy
19321,SWNNB,-33.363,117.191,327.99999999999994,proxy
19322,SWNNB,-33.363,117.191,327.99999999999994,proxy
19323,SWNNB,-33.363,117.191,327.99999999999994,proxy
19324,SWNNC,-33.194,117.289,827.0,proxy
19325,SWNNC,-33.194,117.289,827.0,proxy
19326,SWNNC,-33.194,117.289,827.0,proxy
19327,SWNNA,-33.326,117.402,916.5,proxy
19328,SWNNA,-33.326,117.402,916.5,proxy
19329,SWNNA,-33.326,117.402,916.5,proxy
19330,NWAO,-32.9277,117.239,769.2222222222221,proxy
19331,NWAO,-32.9277,117.239,769.2222222222221,proxy
19332,NWAO,-32.9277,117.239,769.2222222222221,proxy
19333,NWAO,-32.9277,117.239,769.2222222222221,proxy
19334,NWAO,-32.9277,117.239,769.2222222222221,proxy
19335,NWAO,-32.9277,117.239,769.2222222222221,proxy
19336,NWAO,-32.9277,117.239,769.2222222222221,proxy
19337,NWAO,-32.9277,117.239,769.2222222222221,proxy
19338,NWAO,-32.9277,117.239,769.2222222222221,proxy
19339,NWAO,-32.9277,117.239,769.2222222222221,proxy
19340,NWAO,-32.9277,117.239,769.2222222222221,proxy
19341,NWAO,-32.9277,117.239,769.2222222222221,proxy
19342,SWN14,-33.052,116.541,640.4,proxy
19343,SWN14,-33.052,116.541,640.4,proxy
19344,SWN14,-33.052,116.541,640.4,proxy
19345,SWN15,-33.185,117.659,372.2,proxy
19346,SWN15,-33.185,117.659,372.2,proxy
19347,SWN15,-33.185,117.659,372.2,proxy
19348,SWN12,-32.39,116.839,435.0,proxy
19349,SWN12,-32.39,116.839,435.0,proxy
19350,SWN12,-32.39,116.839,435.0,proxy
19351,SWN23,-34.338,116.645,468.79999999999995,proxy
19352,SWN23,-34.338,116.645,468.79999999999995,proxy
19353,SWN23,-34.338,116.645,468.79999999999995,proxy
19354,AUKUL,-32.669701,118.152199,352.0,proxy
19355,AUKUL,-32.669701,118.152199,352.0,proxy
19356,AUKUL,-32.669701,118.152199,352.0,proxy
19357,AUKUL,-32.669701,118.152199,352.0,proxy
19358,AUKUL,-32.669701,118.152199,352.0,proxy
19359,AUKUL,-32.669701,118.152199,352.0,proxy
19360,SWN19,-34.206,116.103,475.0,proxy
19361,SWN19,-34.206,116.103,475.0,proxy
19362,SWN19,-34.206,116.103,475.0,proxy
19363,SWN16,-33.534,118.512,230.5,proxy
19364,SWN16,-33.534,118.512,230.5,proxy
19365,SWN16,-33.534,118.512,230.5,proxy
19366,ONGER,-33.86366,118.39563,835.25,proxy
19367,ONGER,-33.86366,118.39563,835.25,proxy
19368,ONGER,-33.86366,118.39563,835.25,proxy
19369,ONGER,-33.86366,118.39563,835.25,proxy
19370,ONGER,-33.86366,118.39563,835.25,proxy
19371,ONGER,-33.86366,118.39563,835.25,proxy
19372,SWN11,-32.206,117.952,278.0,proxy
19373,SWN11,-32.206,117.952,278.0,proxy
19374,SWN11,-32.206,117.952,278.0,proxy
19375,SWN17,-34.035,115.609,523.6,proxy
19376,SWN17,-34.035,115.609,523.6,proxy
19377,SWN17,-34.035,115.609,523.6,proxy
19378,SWN10,-31.921,116.964,716.5,proxy
19379,SWN10,-31.921,116.964,716.5,proxy
19380,SWN10,-31.921,116.964,716.5,proxy
19381,AUBUS,-33.660099,115.382797,341.0,proxy
19382,AUBUS,-33.660099,115.382797,341.0,proxy
19383,AUBUS,-33.660099,115.382797,341.0,proxy
19384,AUBUS,-33.660099,115.382797,341.0,proxy
19385,AUBUS,-33.660099,115.382797,341.0,proxy
19386,AUBUS,-33.660099,115.382797,341.0,proxy
19387,MUN,-31.9783,116.2083,665.2857142857144,proxy
19388,MUN,-31.9783,116.2083,665.2857142857144,proxy
19389,MUN,-31.9783,116.2083,665.2857142857144,proxy
19390,MUN,-31.9783,116.2083,665.2857142857144,proxy
19391,MUN,-31.9783,116.2083,665.2857142857144,proxy
19392,MUN,-31.9783,116.2083,665.2857142857144,proxy
19393,AUMAZ,-32.006901,116.038399,742.5,proxy
19394,AUMAZ,-32.006901,116.038399,742.5,proxy
19395,AUMAZ,-32.006901,116.038399,742.5,proxy
19396,AUMAZ,-32.006901,116.038399,742.5,proxy
19397,AUMAZ,-32.006901,116.038399,742.5,proxy
19398,AUMAZ,-32.006901,116.038399,742.5,proxy
19399,SWN21,-34.347,118.526,311.2,proxy
19400,SWN21,-34.347,118.526,311.2,proxy
19401,SWN21,-34.347,118.526,311.2,proxy
19402,SWN25,-34.952,116.724,584.5,proxy
19403,SWN25,-34.952,116.724,584.5,proxy
19404,SWN25,-34.952,116.724,584.5,proxy
19405,SWN02,-32.068,118.394,358.75,proxy
19406,SWN02,-32.068,118.394,358.75,proxy
19407,SWN02,-32.068,118.394,358.75,proxy
19408,MTKN,-31.9333,115.7737,605.25,proxy
19409,MTKN,-31.9333,115.7737,605.25,proxy
19410,MTKN,-31.9333,115.7737,605.25,proxy
19411,SWN26,-32.433,118.929,273.75,proxy
19412,SWN26,-32.433,118.929,273.75,proxy
19413,SWN26,-32.433,118.929,273.75,proxy
19414,KLBR,-31.5915,117.7546,889.7499999999999,proxy
19415,KLBR,-31.5915,117.7546,889.7499999999999,proxy
19416,KLBR,-31.5915,117.7546,889.7499999999999,proxy
19417,KLBR,-31.5915,117.7546,889.7499999999999,proxy
19418,KLBR,-31.5915,117.7546,889.7499999999999,proxy
19419,KLBR,-31.5915,117.7546,889.7499999999999,proxy
19420,SWN09,-31.422,117.285,360.49999999999994,proxy
19421,SWN09,-31.422,117.285,360.49999999999994,proxy
19422,SWN09,-31.422,117.285,360.49999999999994,proxy
19423,SWN07,-31.28,116.515,690.75,proxy
19424,SWN07,-31.28,116.515,690.75,proxy
19425,SWN07,-31.28,116.515,690.75,proxy
19426,SWN22,-33.083,119.69,664.8,proxy
19427,SWN22,-33.083,119.69,664.8,proxy
19428,SWN22,-33.083,119.69,664.8,proxy
19429,SWN00,-31.373,118.491,829.0,proxy
19430,SWN00,-31.373,118.491,829.0,proxy
19431,SWN00,-31.373,118.491,829.0,proxy
19432,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19433,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19434,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19435,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19436,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19437,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19438,SWN05,-30.769,117.136,376.74999999999994,proxy
19439,SWN05,-30.769,117.136,376.74999999999994,proxy
19440,SWN05,-30.769,117.136,376.74999999999994,proxy
19441,BLDU,-30.6119,116.7091,829.0,proxy
19442,BLDU,-30.6119,116.7091,829.0,proxy
19443,BLDU,-30.6119,116.7091,829.0,proxy
19444,BLDU,-30.6119,116.7091,829.0,proxy
19445,BLDU,-30.6119,116.7091,829.0,proxy
19446,BLDU,-30.6119,116.7091,829.0,proxy
19447,WATNG,-30.7323,118.19845,741.5,proxy
19448,WATNG,-30.7323,118.19845,741.5,proxy
19449,WATNG,-30.7323,118.19845,741.5,proxy
19450,WATNG,-30.7323,118.19845,741.5,proxy
19451,WATNG,-30.7323,118.19845,741.5,proxy
19452,WATNG,-30.7323,118.19845,741.5,proxy
19453,BCON,-30.33585,117.7649,459.99999999999994,proxy
19454,BCON,-30.33585,117.7649,459.99999999999994,proxy
19455,BCON,-30.33585,117.7649,459.99999999999994,proxy
19456,BCON,-30.33585,117.7649,459.99999999999994,proxy
19457,BCON,-30.33585,117.7649,459.99999999999994,proxy
19458,BCON,-30.33585,117.7649,459.99999999999994,proxy
19459,SWN03,-30.323,118.207,524.4,proxy
19460,SWN03,-30.323,118.207,524.4,proxy
19461,SWN03,-30.323,118.207,524.4,proxy
19462,SWN01,-30.369,115.556,469.6,proxy
19463,SWN01,-30.369,115.556,469.6,proxy
19464,SWN01,-30.369,115.556,469.6,proxy
19465,COOLG,-30.96,121.176,771.7499999999999,proxy
19466,COOLG,-30.96,121.176,771.7499999999999,proxy
19467,COOLG,-30.96,121.176,771.7499999999999,proxy
19468,MORW,-29.0683,116.0388,929.0,proxy
19469,MORW,-29.0683,116.0388,929.0,proxy
19470,MORW,-29.0683,116.0388,929.0,proxy
19471,MORW,-29.0683,116.0388,929.0,proxy
19472,MORW,-29.0683,116.0388,929.0,proxy
19473,MORW,-29.0683,116.0388,929.0,proxy
19474,MEEK,-26.638,118.614,522.0,proxy
19475,MEEK,-26.638,118.614,522.0,proxy
19476,MEEK,-26.638,118.614,522.0,proxy
19477,SWNNE,-33.284,117.03,869.3999999999999,proxy
19478,SWNNE,-33.284,117.03,869.3999999999999,proxy
19479,SWNNE,-33.284,117.03,869.3999999999999,proxy
19480,SWNND,-33.419,117.04,769.5,proxy
19481,SWNND,-33.419,117.04,769.5,proxy
19482,SWNND,-33.419,117.04,769.5,proxy
19483,SWNNB,-33.363,117.191,327.99999999999994,proxy
19484,SWNNB,-33.363,117.191,327.99999999999994,proxy
19485,SWNNB,-33.363,117.191,327.99999999999994,proxy
19486,SWNNC,-33.194,117.289,827.0,proxy
19487,SWNNC,-33.194,117.289,827.0,proxy
19488,SWNNC,-33.194,117.289,827.0,proxy
19489,SWNNA,-33.326,117.402,916.5,proxy
19490,SWNNA,-33.326,117.402,916.5,proxy
19491,SWNNA,-33.326,117.402,916.5,proxy
19492,NWAO,-32.9277,117.239,769.2222222222221,proxy
19493,NWAO,-32.9277,117.239,769.2222222222221,proxy
19494,NWAO,-32.9277,117.239,769.2222222222221,proxy
19495,NWAO,-32.9277,117.239,769.2222222222221,proxy
19496,NWAO,-32.9277,117.239,769.2222222222221,proxy
19497,NWAO,-32.9277,117.239,769.2222222222221,proxy
19498,NWAO,-32.9277,117.239,769.2222222222221,proxy
19499,NWAO,-32.9277,117.239,769.2222222222221,proxy
19500,NWAO,-32.9277,117.239,769.2222222222221,proxy
19501,NWAO,-32.9277,117.239,769.2222222222221,proxy
19502,NWAO,-32.9277,117.239,769.2222222222221,proxy
19503,NWAO,-32.9277,117.239,769.2222222222221,proxy
19504,SWN14,-33.052,116.541,640.4,proxy
19505,SWN14,-33.052,116.541,640.4,proxy
19506,SWN14,-33.052,116.541,640.4,proxy
19507,SWN15,-33.185,117.659,372.2,proxy
19508,SWN15,-33.185,117.659,372.2,proxy
19509,SWN15,-33.185,117.659,372.2,proxy
19510,SWN12,-32.39,116.839,435.0,proxy
19511,SWN12,-32.39,116.839,435.0,proxy
19512,SWN12,-32.39,116.839,435.0,proxy
19513,SWN23,-34.338,116.645,468.79999999999995,proxy
19514,SWN23,-34.338,116.645,468.79999999999995,proxy
19515,SWN23,-34.338,116.645,468.79999999999995,proxy
19516,AUKUL,-32.669701,118.152199,352.0,proxy
19517,AUKUL,-32.669701,118.152199,352.0,proxy
19518,AUKUL,-32.669701,118.152199,352.0,proxy
19519,AUKUL,-32.669701,118.152199,352.0,proxy
19520,AUKUL,-32.669701,118.152199,352.0,proxy
19521,AUKUL,-32.669701,118.152199,352.0,proxy
19522,ONGER,-33.86366,118.39563,835.25,proxy
19523,ONGER,-33.86366,118.39563,835.25,proxy
19524,ONGER,-33.86366,118.39563,835.25,proxy
19525,ONGER,-33.86366,118.39563,835.25,proxy
19526,ONGER,-33.86366,118.39563,835.25,proxy
19527,ONGER,-33.86366,118.39563,835.25,proxy
19528,SWN16,-33.534,118.512,230.5,proxy
19529,SWN16,-33.534,118.512,230.5,proxy
19530,SWN16,-33.534,118.512,230.5,proxy
19531,SWN17,-34.035,115.609,523.6,proxy
19532,SWN17,-34.035,115.609,523.6,proxy
19533,SWN17,-34.035,115.609,523.6,proxy
19534,SWN11,-32.206,117.952,278.0,proxy
19535,SWN11,-32.206,117.952,278.0,proxy
19536,SWN11,-32.206,117.952,278.0,proxy
19537,AUBUS,-33.660099,115.382797,341.0,proxy
19538,AUBUS,-33.660099,115.382797,341.0,proxy
19539,AUBUS,-33.660099,115.382797,341.0,proxy
19540,AUBUS,-33.660099,115.382797,341.0,proxy
19541,AUBUS,-33.660099,115.382797,341.0,proxy
19542,AUBUS,-33.660099,115.382797,341.0,proxy
19543,SWN10,-31.921,116.964,716.5,proxy
19544,SWN10,-31.921,116.964,716.5,proxy
19545,SWN10,-31.921,116.964,716.5,proxy
19546,MUN,-31.9783,116.2083,665.2857142857144,proxy
19547,MUN,-31.9783,116.2083,665.2857142857144,proxy
19548,MUN,-31.9783,116.2083,665.2857142857144,proxy
19549,MUN,-31.9783,116.2083,665.2857142857144,proxy
19550,MUN,-31.9783,116.2083,665.2857142857144,proxy
19551,MUN,-31.9783,116.2083,665.2857142857144,proxy
19552,AUMAZ,-32.006901,116.038399,742.5,proxy
19553,AUMAZ,-32.006901,116.038399,742.5,proxy
19554,AUMAZ,-32.006901,116.038399,742.5,proxy
19555,AUMAZ,-32.006901,116.038399,742.5,proxy
19556,AUMAZ,-32.006901,116.038399,742.5,proxy
19557,AUMAZ,-32.006901,116.038399,742.5,proxy
19558,SWN21,-34.347,118.526,311.2,proxy
19559,SWN21,-34.347,118.526,311.2,proxy
19560,SWN21,-34.347,118.526,311.2,proxy
19561,SWN25,-34.952,116.724,584.5,proxy
19562,SWN25,-34.952,116.724,584.5,proxy
19563,SWN25,-34.952,116.724,584.5,proxy
19564,CARL,-31.9835,115.9267,328.27272727272725,measured
19565,CARL,-31.9835,115.9267,328.27272727272725,measured
19566,CARL,-31.9835,115.9267,328.27272727272725,measured
19567,SWN02,-32.068,118.394,358.75,proxy
19568,SWN02,-32.068,118.394,358.75,proxy
19569,SWN02,-32.068,118.394,358.75,proxy
19570,MTKN,-31.9333,115.7737,605.25,proxy
19571,MTKN,-31.9333,115.7737,605.25,proxy
19572,MTKN,-31.9333,115.7737,605.25,proxy
19573,SWN26,-32.433,118.929,273.75,proxy
19574,SWN26,-32.433,118.929,273.75,proxy
19575,SWN26,-32.433,118.929,273.75,proxy
19576,KLBR,-31.5915,117.7546,889.7499999999999,proxy
19577,KLBR,-31.5915,117.7546,889.7499999999999,proxy
19578,KLBR,-31.5915,117.7546,889.7499999999999,proxy
19579,KLBR,-31.5915,117.7546,889.7499999999999,proxy
19580,KLBR,-31.5915,117.7546,889.7499999999999,proxy
19581,KLBR,-31.5915,117.7546,889.7499999999999,proxy
19582,SWN09,-31.422,117.285,360.49999999999994,proxy
19583,SWN09,-31.422,117.285,360.49999999999994,proxy
19584,SWN09,-31.422,117.285,360.49999999999994,proxy
19585,SWN07,-31.28,116.515,690.75,proxy
19586,SWN07,-31.28,116.515,690.75,proxy
19587,SWN07,-31.28,116.515,690.75,proxy
19588,SWN22,-33.083,119.69,664.8,proxy
19589,SWN22,-33.083,119.69,664.8,proxy
19590,SWN22,-33.083,119.69,664.8,proxy
19591,SWN00,-31.373,118.491,829.0,proxy
19592,SWN00,-31.373,118.491,829.0,proxy
19593,SWN00,-31.373,118.491,829.0,proxy
19594,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19595,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19596,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19597,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19598,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19599,KORDA,-30.87687,117.50301,575.8333333333333,proxy
19600,BLDU,-30.6119,116.7091,829.0,proxy
19601,BLDU,-30.6119,116.7091,829.0,proxy
19602,BLDU,-30.6119,116.7091,829.0,proxy
19603,BLDU,-30.6119,116.7091,829.0,proxy
19604,BLDU,-30.6119,116.7091,829.0,proxy
19605,BLDU,-30.6119,116.7091,829.0,proxy
19606,WATNG,-30.7323,118.19845,741.5,proxy
19607,WATNG,-30.7323,118.19845,741.5,proxy
19608,WATNG,-30.7323,118.19845,741.5,proxy
19609,WATNG,-30.7323,118.19845,741.5,proxy
19610,WATNG,-30.7323,118.19845,741.5,proxy
19611,WATNG,-30.7323,118.19845,741.5,proxy
19612,SWN18,-30.362,117.116,491.25,proxy
19613,SWN18,-30.362,117.116,491.25,proxy
19614,SWN18,-30.362,117.116,491.25,proxy
19615,BCON,-30.33585,117.7649,459.99999999999994,proxy
19616,BCON,-30.33585,117.7649,459.99999999999994,proxy
19617,BCON,-30.33585,117.7649,459.99999999999994,proxy
19618,BCON,-30.33585,117.7649,459.99999999999994,proxy
19619,BCON,-30.33585,117.7649,459.99999999999994,proxy
19620,BCON,-30.33585,117.7649,459.99999999999994,proxy
19621,SWN03,-30.323,118.207,524.4,proxy
19622,SWN03,-30.323,118.207,524.4,proxy
19623,SWN03,-30.323,118.207,524.4,proxy
19624,SWN01,-30.369,115.556,469.6,proxy
19625,SWN01,-30.369,115.556,469.6,proxy
19626,SWN01,-30.369,115.556,469.6,proxy
19627,COOLG,-30.96,121.176,771.7499999999999,proxy
19628,COOLG,-30.96,121.176,771.7499999999999,proxy
19629,COOLG,-30.96,121.176,771.7499999999999,proxy
19630,MORW,-29.0683,116.0388,929.0,proxy
19631,MORW,-29.0683,116.0388,929.0,proxy
19632,MORW,-29.0683,116.0388,929.0,proxy
19633,MORW,-29.0683,116.0388,929.0,proxy
19634,MORW,-29.0683,116.0388,929.0,proxy
19635,MORW,-29.0683,116.0388,929.0,proxy
19636,MENZ,-29.694,121.029,554.5,proxy
19637,MENZ,-29.694,121.029,554.5,proxy
19638,MENZ,-29.694,121.029,554.5,proxy
19639,DNDOZ,-32.460899,123.867996,692.0,proxy
19640,DNDOZ,-32.460899,123.867996,692.0,proxy
19641,DNDOZ,-32.460899,123.867996,692.0,proxy
19642,MEEK,-26.638,118.614,522.0,proxy
19643,MEEK,-26.638,118.614,522.0,proxy
19644,MEEK,-26.638,118.614,522.0,proxy
19645,MEEK,-26.638,118.614,522.0,proxy
19646,MEEK,-26.638,118.614,522.0,proxy
19647,MEEK,-26.638,118.614,522.0,proxy
19648,FORT,-30.799,128.059,397.80000000000007,proxy
19649,FORT,-30.799,128.059,397.80000000000007,proxy
19650,FORT,-30.799,128.059,397.80000000000007,proxy
19651,FORT,-30.799,128.059,397.80000000000007,proxy
19652,FORT,-30.799,128.059,397.80000000000007,proxy
19653,FORT,-30.799,128.059,397.80000000000007,proxy
19654,MBWA,-21.159,119.7312,555.4999999999999,proxy
19655,MBWA,-21.159,119.7312,555.4999999999999,proxy
19656,MBWA,-21.159,119.7312,555.4999999999999,proxy
19657,MBWA,-21.159,119.7312,555.4999999999999,proxy
19658,MBWA,-21.159,119.7312,555.4999999999999,proxy
19659,MBWA,-21.159,119.7312,555.4999999999999,proxy
19660,MBWA,-21.159,119.7312,555.4999999999999,proxy
19661,MBWA,-21.159,119.7312,555.4999999999999,proxy
19662,MBWA,-21.159,119.7312,555.4999999999999,proxy
19663,WRKA,-25.0375,128.2961,437.9999999999999,proxy
19664,WRKA,-25.0375,128.2961,437.9999999999999,proxy
19665,WRKA,-25.0375,128.2961,437.9999999999999,proxy
19666,MULG,-30.282,134.059,683.4999999999999,proxy
19667,MULG,-30.282,134.059,683.4999999999999,proxy
19668,MULG,-30.282,134.059,683.4999999999999,proxy
