,PAZ_FILE,SAMPLING_RATE,PAZ_CRN_FREQ,REV_CHA
5418,../inputs/paz/refraction_tech-131.paz,100.0,0.0,HNZ
5419,../inputs/paz/lennartz-LE-3D.paz,100.0,1.0,EHZ
5420,../inputs/paz/cmg-3esp-100s.paz,40.0,0.01,BHE
5421,../inputs/paz/cmg-3esp-100s.paz,40.0,0.01,BHN
5422,../inputs/paz/cmg-3esp-100s.paz,40.0,0.01,BHZ
5423,../inputs/paz/cmg-3t-b.paz,40.0,0.07,BHE
5424,../inputs/paz/cmg-3t-b.paz,40.0,0.07,BHN
5425,../inputs/paz/cmg-3t-b.paz,40.0,0.07,BHZ
5427,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5428,../inputs/paz/geotech-23900.paz,20.0,0.77,SHZ
5429,../inputs/paz/geotech-23900.paz,20.0,0.77,SHZ
5430,../inputs/paz/cmg-3t-AS31.paz,40.0,0.01,BHE
5431,../inputs/paz/cmg-3t-AS31.paz,40.0,0.01,BHN
5432,../inputs/paz/cmg-3t-AS31.paz,40.0,0.01,BHZ
5433,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHE
5434,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHN
5435,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHZ
5439,../inputs/paz/sts1.paz,200.0,0.03,HHE
5440,../inputs/paz/sts1.paz,200.0,0.03,HHN
5441,../inputs/paz/sts1.paz,200.0,0.03,HHZ
5442,../inputs/paz/sts2-g3.paz,40.0,0.01,BHE
5443,../inputs/paz/sts2-g3.paz,40.0,0.01,BHN
5444,../inputs/paz/sts2-g3.paz,40.0,0.01,BHZ
5445,../inputs/paz/cmg-40t-1s.paz,100.0,0.99,EHE
5446,../inputs/paz/cmg-40t-1s.paz,100.0,0.99,EHN
5447,../inputs/paz/cmg-40t-1s.paz,100.0,0.99,EHZ
5448,../inputs/paz/cmg-5t.paz,100.0,0.0,HNE
5449,../inputs/paz/cmg-5t.paz,100.0,0.0,HNN
5450,../inputs/paz/cmg-5t.paz,100.0,0.0,HNZ
5451,../inputs/paz/cmg-3t-100s.paz,200.0,0.01,HHE
5452,../inputs/paz/cmg-3t-100s.paz,200.0,0.01,HHN
5453,../inputs/paz/cmg-3t-100s.paz,200.0,0.01,HHZ
5457,../inputs/paz/cmg-5t.paz,100.0,0.0,HNE
5458,../inputs/paz/cmg-5t.paz,100.0,0.0,HNN
5459,../inputs/paz/cmg-5t.paz,100.0,0.0,HNZ
5460,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHE
5461,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHN
5462,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHZ
5463,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHZ
5465,../inputs/paz/cmg-40t-1s.paz,200.0,0.99,EHE
5466,../inputs/paz/cmg-40t-1s.paz,200.0,0.99,EHN
5467,../inputs/paz/cmg-40t-1s.paz,200.0,0.99,EHZ
5468,../inputs/paz/cmg-5t.paz,200.0,0.0,HNE
5469,../inputs/paz/cmg-5t.paz,200.0,0.0,HNN
5470,../inputs/paz/cmg-5t.paz,200.0,0.0,HNZ
5471,../inputs/paz/refraction_tech-131.paz,20.0,0.0,BNZ
5472,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5474,../inputs/paz/refraction_tech-131.paz,20.0,0.0,BNZ
5475,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5476,../inputs/paz/refraction_tech-131.paz,20.0,0.0,BNZ
5477,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5478,../inputs/paz/cmg-40t-1s.paz,20.0,0.99,SHE
5479,../inputs/paz/cmg-40t-1s.paz,20.0,0.99,SHN
5480,../inputs/paz/cmg-40t-1s.paz,20.0,0.99,SHZ
5481,../inputs/paz/cmg-40t-30s.paz,200.0,0.04,HHE
5482,../inputs/paz/cmg-40t-30s.paz,200.0,0.04,HHN
5483,../inputs/paz/cmg-40t-30s.paz,200.0,0.04,HHZ
5484,../inputs/paz/cmg-5t.paz,200.0,0.0,HNE
5485,../inputs/paz/cmg-5t.paz,200.0,0.0,HNN
5486,../inputs/paz/cmg-5t.paz,200.0,0.0,HNZ
5490,../inputs/paz/sts2-g3.paz,200.0,31.77,EHE
5491,../inputs/paz/sts2-g3.paz,200.0,31.77,EHN
5492,../inputs/paz/sts2-g3.paz,200.0,31.77,EHZ
5493,../inputs/paz/fba-23.paz,200.0,0.0,HNE
5494,../inputs/paz/fba-23.paz,200.0,0.0,HNN
5495,../inputs/paz/fba-23.paz,200.0,0.0,HNZ
5496,../inputs/paz/cmg-5t.paz,100.0,0.0,HNE
5497,../inputs/paz/cmg-5t.paz,100.0,0.0,HNN
5498,../inputs/paz/cmg-5t.paz,100.0,0.0,HNZ
5503,../inputs/paz/cmg-5t.paz,100.0,0.0,HNE
5504,../inputs/paz/cmg-5t.paz,100.0,0.0,HNN
5505,../inputs/paz/cmg-5t.paz,100.0,0.0,HNZ
5509,../inputs/paz/hsa-3.paz,100.0,0.0,HNE
5510,../inputs/paz/hsa-3.paz,100.0,0.0,HNN
5511,../inputs/paz/hsa-3.paz,100.0,0.0,HNZ
5520,../inputs/paz/sts2-g3.paz,200.0,31.77,EHE
5521,../inputs/paz/sts2-g3.paz,200.0,31.77,EHN
5522,../inputs/paz/sts2-g3.paz,200.0,31.77,EHZ
5527,../inputs/paz/cmg-40t-1s.paz,40.0,0.99,SHE
5528,../inputs/paz/cmg-40t-1s.paz,40.0,0.99,SHN
5529,../inputs/paz/cmg-40t-1s.paz,40.0,0.99,SHZ
5536,../inputs/paz/cmg-40t-30s.paz,200.0,0.04,HHE
5537,../inputs/paz/cmg-40t-30s.paz,200.0,0.04,HHN
5538,../inputs/paz/cmg-40t-30s.paz,200.0,0.04,HHZ
5539,../inputs/paz/cmg-5t.paz,200.0,0.0,HNE
5540,../inputs/paz/cmg-5t.paz,200.0,0.0,HNN
5541,../inputs/paz/cmg-5t.paz,200.0,0.0,HNZ
5542,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHE
5543,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHN
5544,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHZ
5545,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNE
5546,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNN
5547,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNZ
5549,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHE
5550,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHN
5551,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHZ
5552,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNE
5553,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNN
5554,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNZ
5555,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHE
5556,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHN
5557,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHZ
5562,../inputs/paz/refraction_tech-131.paz,20.0,0.0,BNZ
5563,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5565,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5566,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHE
5567,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHN
5568,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHZ
5569,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNE
5570,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNN
5571,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNZ
5572,../inputs/paz/cmg-3t-100s.paz,200.0,0.01,HHE
5573,../inputs/paz/cmg-3t-100s.paz,200.0,0.01,HHN
5574,../inputs/paz/cmg-3t-100s.paz,200.0,0.01,HHZ
5578,../inputs/paz/sts2-g3.paz,200.0,31.77,EHE
5579,../inputs/paz/sts2-g3.paz,200.0,31.77,EHN
5580,../inputs/paz/sts2-g3.paz,200.0,31.77,EHZ
5584,../inputs/paz/refraction_tech-131.paz,20.0,0.0,BNZ
5585,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5589,../inputs/paz/sts2-g3.paz,200.0,31.77,EHE
5590,../inputs/paz/sts2-g3.paz,200.0,31.77,EHN
5591,../inputs/paz/sts2-g3.paz,200.0,31.77,EHZ
5595,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHZ
5596,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHE
5597,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHN
5601,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHZ
5602,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHE
5603,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHN
5607,../inputs/paz/sts2-g3.paz,200.0,31.77,EHE
5608,../inputs/paz/sts2-g3.paz,200.0,31.77,EHN
5609,../inputs/paz/sts2-g3.paz,200.0,31.77,EHZ
5610,../inputs/paz/geotech-pa23.paz,200.0,0.0,HNE
5611,../inputs/paz/geotech-pa23.paz,200.0,0.0,HNN
5612,../inputs/paz/geotech-pa23.paz,200.0,0.0,HNZ
5613,../inputs/paz/cmg-5t.paz,100.0,0.0,HNE
5614,../inputs/paz/cmg-5t.paz,100.0,0.0,HNN
5615,../inputs/paz/cmg-5t.paz,100.0,0.0,HNZ
5616,../inputs/paz/cmg-40t-1s.paz,100.0,0.99,EHE
5617,../inputs/paz/cmg-40t-1s.paz,100.0,0.99,EHN
5618,../inputs/paz/cmg-40t-1s.paz,100.0,0.99,EHZ
5619,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHZ
5621,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHZ
5622,../inputs/paz/mark-L4C-3D.paz,100.0,0.99,EHZ
5623,../inputs/paz/geotech-ks-54000.paz,40.0,0.02,BHE
5624,../inputs/paz/geotech-ks-54000.paz,40.0,0.02,BHN
5625,../inputs/paz/geotech-ks-54000.paz,40.0,0.02,BHZ
5626,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHZ
5627,../inputs/paz/cmg-6t-c.paz,250.0,0.99,DHE
5628,../inputs/paz/cmg-6t-c.paz,250.0,0.99,DHN
5629,../inputs/paz/cmg-6t-c.paz,250.0,0.99,DHZ
5630,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHZ
5634,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHE
5635,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHN
5636,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHZ
5637,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHE
5638,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHN
5639,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHZ
5646,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHE
5647,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHN
5648,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHZ
5652,../inputs/paz/sts2-g3.paz,200.0,31.77,EHE
5653,../inputs/paz/sts2-g3.paz,200.0,31.77,EHN
5654,../inputs/paz/sts2-g3.paz,200.0,31.77,EHZ
5655,../inputs/paz/fba-23.paz,200.0,0.0,HNE
5656,../inputs/paz/fba-23.paz,200.0,0.0,HNN
5657,../inputs/paz/fba-23.paz,200.0,0.0,HNZ
5661,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHE
5662,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHN
5663,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHZ
5673,../inputs/paz/cmg-6t-c.paz,100.0,0.99,EHE
5674,../inputs/paz/cmg-6t-c.paz,100.0,0.99,EHN
5675,../inputs/paz/cmg-6t-c.paz,100.0,0.99,EHZ
5676,../inputs/paz/cmg-5t.paz,100.0,0.0,HNE
5677,../inputs/paz/cmg-5t.paz,100.0,0.0,HNN
5678,../inputs/paz/cmg-5t.paz,100.0,0.0,HNZ
5703,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHE
5704,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHN
5705,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHZ
5706,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNE
5707,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNN
5708,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNZ
5709,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHE
5710,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHN
5711,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHZ
5712,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNE
5713,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNN
5714,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNZ
5715,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHE
5716,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHN
5717,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHZ
5718,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNE
5719,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNN
5720,../inputs/paz/refraction_tech-131.paz,200.0,0.0,HNZ
5721,../inputs/paz/sts1.paz,200.0,0.03,HHE
5722,../inputs/paz/sts1.paz,200.0,0.03,HHN
5723,../inputs/paz/sts1.paz,200.0,0.03,HHZ
5733,../inputs/paz/sts2-g3.paz,40.0,0.01,BHE
5734,../inputs/paz/sts2-g3.paz,40.0,0.01,BHN
5735,../inputs/paz/sts2-g3.paz,40.0,0.01,BHZ
5736,../inputs/paz/cmg-40t-1s.paz,40.0,0.99,SHE
5737,../inputs/paz/cmg-40t-1s.paz,40.0,0.99,SHN
5738,../inputs/paz/cmg-40t-1s.paz,40.0,0.99,SHZ
5739,../inputs/paz/sts2-g3.paz,200.0,31.77,EHE
5740,../inputs/paz/sts2-g3.paz,200.0,31.77,EHN
5741,../inputs/paz/sts2-g3.paz,200.0,31.77,EHZ
5742,../inputs/paz/geotech-pa23.paz,200.0,0.0,HNE
5743,../inputs/paz/geotech-pa23.paz,200.0,0.0,HNN
5744,../inputs/paz/geotech-pa23.paz,200.0,0.0,HNZ
5745,../inputs/paz/cmg-3t-100s.paz,200.0,0.01,HHE
5746,../inputs/paz/cmg-3t-100s.paz,200.0,0.01,HHN
5747,../inputs/paz/cmg-3t-100s.paz,200.0,0.01,HHZ
5751,../inputs/paz/refraction_tech-131.paz,20.0,0.0,BNZ
5752,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5753,../inputs/paz/refraction_tech-131.paz,20.0,0.0,BNZ
5754,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5755,../inputs/paz/cmg-40t-1s.paz,20.0,0.99,SHE
5756,../inputs/paz/cmg-40t-1s.paz,20.0,0.99,SHN
5757,../inputs/paz/cmg-40t-1s.paz,20.0,0.99,SHZ
5758,../inputs/paz/cmg-40t-30s.paz,20.0,0.04,BHE
5759,../inputs/paz/cmg-40t-30s.paz,20.0,0.04,BHN
5760,../inputs/paz/cmg-40t-30s.paz,20.0,0.04,BHZ
5761,../inputs/paz/sts2-g3.paz,40.0,0.01,BHE
5762,../inputs/paz/sts2-g3.paz,40.0,0.01,BHN
5763,../inputs/paz/sts2-g3.paz,40.0,0.01,BHZ
5765,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5766,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHE
5767,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHN
5768,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,200.0,1.01,EHZ
5772,../inputs/paz/cmg-3t-b.paz,40.0,0.07,BHE
5773,../inputs/paz/cmg-3t-b.paz,40.0,0.07,BHN
5774,../inputs/paz/cmg-3t-b.paz,40.0,0.07,BHZ
5775,../inputs/paz/cmg-3esp-100s.paz,40.0,0.01,BHE
5776,../inputs/paz/cmg-3esp-100s.paz,40.0,0.01,BHN
5777,../inputs/paz/cmg-3esp-100s.paz,40.0,0.01,BHZ
5778,../inputs/paz/refraction_tech-131.paz,100.0,0.0,HNZ
5779,../inputs/paz/lennartz-LE-3D.paz,100.0,1.0,EHZ
5780,../inputs/paz/refraction_tech-131.paz,20.0,0.0,BNZ
5781,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5783,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5784,../inputs/paz/sts2-g3.paz,40.0,0.01,BHE
5785,../inputs/paz/sts2-g3.paz,40.0,0.01,BHN
5786,../inputs/paz/sts2-g3.paz,40.0,0.01,BHZ
5787,../inputs/paz/sts2-g3.paz,40.0,0.01,BHE
5788,../inputs/paz/sts2-g3.paz,40.0,0.01,BHN
5789,../inputs/paz/sts2-g3.paz,40.0,0.01,BHZ
5791,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5792,../inputs/paz/geotech-ks-54000.paz,40.0,0.02,BHE
5793,../inputs/paz/geotech-ks-54000.paz,40.0,0.02,BHN
5794,../inputs/paz/geotech-ks-54000.paz,40.0,0.02,BHZ
5795,../inputs/paz/cmg-40t-1s.paz,20.0,0.99,SHE
5796,../inputs/paz/cmg-40t-1s.paz,20.0,0.99,SHN
5797,../inputs/paz/cmg-40t-1s.paz,20.0,0.99,SHZ
5798,../inputs/paz/sts2-g3.paz,40.0,0.01,BHE
5799,../inputs/paz/sts2-g3.paz,40.0,0.01,BHN
5800,../inputs/paz/sts2-g3.paz,40.0,0.01,BHZ
5802,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5803,../inputs/paz/sts2-g3.paz,40.0,0.01,BHE
5804,../inputs/paz/sts2-g3.paz,40.0,0.01,BHN
5805,../inputs/paz/sts2-g3.paz,40.0,0.01,BHZ
5806,../inputs/paz/geotech-23900.paz,20.0,0.77,SHZ
5807,../inputs/paz/geotech-23900.paz,20.0,0.77,SHZ
5808,../inputs/paz/cmg-3t-AS31.paz,40.0,0.01,BHE
5809,../inputs/paz/cmg-3t-AS31.paz,40.0,0.01,BHN
5810,../inputs/paz/cmg-3t-AS31.paz,40.0,0.01,BHZ
5817,../inputs/paz/cmg-3esp-120s.paz,40.0,0.01,BHE
5818,../inputs/paz/cmg-3esp-120s.paz,40.0,0.01,BHN
5819,../inputs/paz/cmg-3esp-120s.paz,40.0,0.01,BHZ
5820,../inputs/paz/geotech-ks-54000.paz,40.0,0.02,BHE
5821,../inputs/paz/geotech-ks-54000.paz,40.0,0.02,BHN
5822,../inputs/paz/geotech-ks-54000.paz,40.0,0.02,BHZ
5823,../inputs/paz/cmg-3t-100s.paz,200.0,0.01,HHE
5824,../inputs/paz/cmg-3t-100s.paz,200.0,0.01,HHN
5825,../inputs/paz/cmg-3t-100s.paz,200.0,0.01,HHZ
5832,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHZ
5833,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHE
5834,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHN
5844,../inputs/paz/sts1.paz,200.0,0.03,HHE
5845,../inputs/paz/sts1.paz,200.0,0.03,HHN
5846,../inputs/paz/sts1.paz,200.0,0.03,HHZ
5850,../inputs/paz/sts2-g3.paz,200.0,31.77,EHE
5851,../inputs/paz/sts2-g3.paz,200.0,31.77,EHN
5852,../inputs/paz/sts2-g3.paz,200.0,31.77,EHZ
5856,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHZ
5857,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHE
5858,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHN
5862,../inputs/paz/refraction_tech-131.paz,20.0,0.0,BNZ
5863,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5864,../inputs/paz/refraction_tech-131.paz,20.0,0.0,BNZ
5865,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5867,../inputs/paz/cmg-5t.paz,100.0,0.0,HNE
5868,../inputs/paz/cmg-5t.paz,100.0,0.0,HNN
5869,../inputs/paz/cmg-5t.paz,100.0,0.0,HNZ
5870,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHE
5871,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHN
5872,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHZ
5873,../inputs/paz/cmg-40t-1s.paz,200.0,0.99,EHE
5874,../inputs/paz/cmg-40t-1s.paz,200.0,0.99,EHN
5875,../inputs/paz/cmg-40t-1s.paz,200.0,0.99,EHZ
5879,../inputs/paz/refraction_tech-131.paz,20.0,0.0,BNZ
5880,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
5881,../inputs/paz/cmg-40t-30s.paz,200.0,0.04,HHE
5882,../inputs/paz/cmg-40t-30s.paz,200.0,0.04,HHN
5883,../inputs/paz/cmg-40t-30s.paz,200.0,0.04,HHZ
5884,../inputs/paz/cmg-5t.paz,200.0,0.0,HNE
5885,../inputs/paz/cmg-5t.paz,200.0,0.0,HNN
5886,../inputs/paz/cmg-5t.paz,200.0,0.0,HNZ
5887,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHZ
5894,../inputs/paz/sts2-g3.paz,200.0,31.77,EHE
5895,../inputs/paz/sts2-g3.paz,200.0,31.77,EHN
5896,../inputs/paz/sts2-g3.paz,200.0,31.77,EHZ
5903,../inputs/paz/cmg-5t.paz,100.0,0.0,HNE
5904,../inputs/paz/cmg-5t.paz,100.0,0.0,HNN
5905,../inputs/paz/cmg-5t.paz,100.0,0.0,HNZ
5909,../inputs/paz/sts2-g3.paz,200.0,31.77,EHE
5910,../inputs/paz/sts2-g3.paz,200.0,31.77,EHN
5911,../inputs/paz/sts2-g3.paz,200.0,31.77,EHZ
5912,../inputs/paz/fba-23.paz,200.0,0.0,HNE
5913,../inputs/paz/fba-23.paz,200.0,0.0,HNN
5914,../inputs/paz/fba-23.paz,200.0,0.0,HNZ
5915,../inputs/paz/sts2-g3.paz,40.0,0.01,BHE
5916,../inputs/paz/sts2-g3.paz,40.0,0.01,BHN
5917,../inputs/paz/sts2-g3.paz,40.0,0.01,BHZ
5919,../inputs/paz/hsa-3.paz,100.0,0.0,HNE
5920,../inputs/paz/hsa-3.paz,100.0,0.0,HNN
5921,../inputs/paz/hsa-3.paz,100.0,0.0,HNZ
5932,../inputs/paz/cmg-40t-1s.paz,40.0,0.99,SHE
5933,../inputs/paz/cmg-40t-1s.paz,40.0,0.99,SHN
5934,../inputs/paz/cmg-40t-1s.paz,40.0,0.99,SHZ
5935,../inputs/paz/cmg-5t.paz,250.0,0.0,CNE
5936,../inputs/paz/cmg-5t.paz,250.0,0.0,CNN
5937,../inputs/paz/cmg-5t.paz,250.0,0.0,CNZ
5939,../inputs/paz/cmg-5t.paz,250.0,0.0,CNN
5940,../inputs/paz/cmg-5t.paz,250.0,0.0,CNZ
5941,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,100.0,1.01,EHE
5942,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,100.0,1.01,EHN
5943,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,100.0,1.01,EHZ
5944,../inputs/paz/cmg-5t.paz,100.0,0.0,HNE
5945,../inputs/paz/cmg-5t.paz,100.0,0.0,HNN
5946,../inputs/paz/cmg-5t.paz,100.0,0.0,HNZ
5947,../inputs/paz/cmg-5t.paz,250.0,0.0,CNE
5948,../inputs/paz/cmg-5t.paz,250.0,0.0,CNN
5949,../inputs/paz/cmg-5t.paz,250.0,0.0,CNZ
5950,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHE
5951,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHN
5952,../inputs/paz/cmg-6t-1s.paz,100.0,0.99,EHZ
5953,../inputs/paz/cmg-6t-c.paz,250.0,0.99,DHE
5954,../inputs/paz/cmg-6t-c.paz,250.0,0.99,DHN
5955,../inputs/paz/cmg-6t-c.paz,250.0,0.99,DHZ
5956,../inputs/paz/cmg-6t-c.paz,250.0,0.99,DHE
5957,../inputs/paz/cmg-6t-c.paz,250.0,0.99,DHN
5958,../inputs/paz/cmg-6t-c.paz,250.0,0.99,DHZ
5965,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHE
5966,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHN
5967,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHZ
5968,../inputs/paz/hsa-3.paz,100.0,0.0,HNE
5969,../inputs/paz/hsa-3.paz,100.0,0.0,HNN
5970,../inputs/paz/hsa-3.paz,100.0,0.0,HNZ
5971,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHE
5972,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHN
5973,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHZ
5977,../inputs/paz/sts2-g3.paz,200.0,31.77,EHE
5978,../inputs/paz/sts2-g3.paz,200.0,31.77,EHN
5979,../inputs/paz/sts2-g3.paz,200.0,31.77,EHZ
5980,../inputs/paz/fba-23.paz,200.0,0.0,HNE
5981,../inputs/paz/fba-23.paz,200.0,0.0,HNN
5982,../inputs/paz/fba-23.paz,200.0,0.0,HNZ
5983,../inputs/paz/cmg-5t.paz,100.0,0.0,HNE
5984,../inputs/paz/cmg-5t.paz,100.0,0.0,HNN
5985,../inputs/paz/cmg-5t.paz,100.0,0.0,HNZ
5986,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHE
5987,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHN
5988,../inputs/paz/s6000-2hz.paz,100.0,1.84,EHZ
5998,../inputs/paz/cmg-6t-c.paz,100.0,0.99,EHZ
6014,../inputs/paz/cmg-40t-1s.paz,20.0,0.99,SHE
6015,../inputs/paz/cmg-40t-1s.paz,20.0,0.99,SHN
6016,../inputs/paz/cmg-40t-1s.paz,20.0,0.99,SHZ
6026,../inputs/paz/refraction_tech-131.paz,20.0,0.0,BNZ
6027,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
6028,../inputs/paz/refraction_tech-131.paz,20.0,0.0,BNZ
6029,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
6030,../inputs/paz/refraction_tech-131.paz,20.0,0.0,BNZ
6031,../inputs/paz/lennartz-LE-3Dlite-mkII.paz,20.0,1.01,SHZ
6035,../inputs/paz/sts1.paz,20.0,0.02,BHE
6036,../inputs/paz/sts1.paz,20.0,0.02,BHN
6037,../inputs/paz/sts1.paz,20.0,0.02,BHZ
6041,../inputs/paz/sts2-g3.paz,40.0,0.01,BHE
6042,../inputs/paz/sts2-g3.paz,40.0,0.01,BHN
6043,../inputs/paz/sts2-g3.paz,40.0,0.01,BHZ
6044,../inputs/paz/sts2-g3.paz,40.0,0.01,BHE
